f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,label
47,58,75,93,65,32,78,12,78,82,0
97,45,65,49,34,4,85,92,22,43,1
28,81,81,52,52,25,67,82,16,75,0
74,5,26,74,72,84,42,83,27,99,1
4,22,97,64,15,20,85,75,65,85,0
30,15,32,2,73,88,71,43,71,35,0
77,22,5,57,80,74,15,4,34,35,1
8,63,39,64,74,81,29,69,38,86,0
28,96,29,85,63,83,65,49,13,60,1
47,99,72,86,46,97,54,24,51,4,0
62,76,43,11,77,75,30,58,4,40,1
87,15,1,97,20,58,43,12,38,43,1
10,47,12,96,54,92,34,26,95,15,0
43,44,45,36,73,1,28,49,3,85,0
12,3,72,14,7,11,62,98,33,34,0
17,64,29,60,7,35,57,19,85,20,1
51,29,73,2,12,76,12,78,85,17,0
85,92,80,28,40,68,84,91,37,93,1
74,29,54,47,5,87,49,82,66,8,1
51,52,21,11,28,97,85,64,83,28,1
22,89,34,98,20,74,52,43,84,65,1
39,96,94,8,54,24,27,1,67,66,1
93,13,43,77,39,62,38,63,74,87,1
62,99,52,80,73,80,94,8,35,73,0
85,91,34,54,89,59,65,21,55,2,0
29,55,71,6,58,8,59,57,18,47,1
77,6,17,41,40,77,80,14,12,21,1
25,53,52,7,26,62,3,49,7,8,0
11,49,45,70,4,42,50,31,61,7,0
32,93,44,8,9,31,63,81,94,72,1
99,50,5,29,31,5,56,95,23,5,1
95,2,69,1,15,1,1,59,46,93,1
23,95,38,90,78,63,56,7,49,39,0
97,87,8,44,51,88,42,88,30,90,1
85,14,54,99,76,46,96,35,42,99,1
89,32,69,5,17,34,51,38,77,44,0
83,41,26,97,23,77,72,83,3,12,0
4,77,40,33,65,65,8,49,11,61,0
12,80,30,81,55,39,66,76,25,26,0
76,5,42,72,71,77,38,21,30,43,1
42,65,71,18,48,28,15,7,4,99,1
35,50,69,12,64,88,48,24,13,4,0
31,90,59,92,83,13,34,45,19,46,0
98,91,73,68,93,22,31,0,74,15,1
12,35,9,1,67,95,8,27,11,23,0
3,24,91,33,52,4,79,76,98,60,1
91,69,18,68,32,9,5,62,4,73,1
58,14,78,42,94,16,88,46,83,48,1
71,47,97,2,68,61,88,29,16,7,0
50,37,60,10,41,56,0,66,82,77,0
19,76,98,78,41,14,65,72,25,2,1
72,16,67,17,80,67,31,73,37,50,1
39,46,39,72,55,82,34,78,50,88,0
97,61,37,4,12,49,20,75,96,26,0
98,56,79,37,14,36,0,88,30,96,0
49,1,33,95,73,28,36,28,82,44,0
87,71,15,1,98,32,91,44,31,3,1
73,2,37,67,40,46,4,95,9,16,1
51,50,83,22,38,2,76,74,10,84,0
74,8,91,97,15,33,87,67,79,48,1
58,23,92,93,91,25,48,12,10,60,1
21,57,97,17,76,77,85,73,98,89,0
38,47,9,36,25,67,31,46,46,98,0
19,69,81,38,76,56,22,91,62,16,1
11,24,32,37,28,59,59,76,84,22,0
20,12,86,66,78,41,25,36,54,89,0
70,49,21,30,55,61,39,17,67,33,1
35,71,54,86,18,49,33,87,26,40,0
3,31,27,8,30,90,68,49,37,45,1
10,63,73,65,13,19,68,1,7,83,0
59,98,53,7,79,63,18,66,82,54,0
16,53,64,15,70,25,95,66,90,45,1
14,44,93,64,32,61,77,85,15,65,0
94,23,74,20,26,20,16,43,61,62,1
87,65,53,88,19,6,85,97,35,19,1
44,15,48,55,38,87,92,25,58,26,0
55,77,13,55,86,72,58,81,94,47,0
85,35,76,17,90,27,91,0,91,0,0
54,41,30,62,90,5,55,97,34,16,0
39,17,68,20,33,37,98,79,67,87,0
56,19,7,34,94,98,26,62,55,22,1
57,16,76,45,57,91,62,19,45,33,0
33,77,70,62,69,93,14,63,30,11,1
49,91,98,98,58,30,17,43,70,78,1
59,82,80,45,25,78,74,39,9,94,0
49,85,87,22,13,99,98,35,48,75,0
24,73,87,79,7,10,24,31,26,25,1
47,33,40,4,34,7,91,77,70,39,0
20,52,66,82,79,22,34,89,19,21,0
19,86,40,23,97,48,69,8,74,78,0
79,29,86,10,46,54,24,19,90,61,1
64,7,61,38,4,73,26,80,39,21,1
66,63,99,78,42,65,7,30,65,88,1
74,69,11,49,18,30,35,82,91,60,1
89,67,14,34,2,9,11,86,64,32,1
13,27,58,86,95,74,28,57,26,85,0
14,82,27,52,58,63,45,98,82,32,0
63,61,11,26,64,48,54,93,45,98,0
83,82,87,84,59,1,1,61,80,44,0
40,89,92,33,14,59,36,60,63,71,1
61,9,5,97,14,22,87,20,72,61,0
20,94,24,51,37,0,5,33,35,1,0
50,41,0,92,84,99,20,85,85,29,1
61,14,89,33,52,50,4,3,57,34,0
54,52,2,55,93,40,26,38,42,11,0
4,25,70,48,70,99,40,86,65,12,1
73,25,87,36,72,15,90,84,73,30,1
96,81,95,87,37,98,83,89,62,57,0
81,80,67,95,0,17,81,24,61,57,0
4,6,65,57,34,31,27,78,79,73,0
30,10,27,2,52,42,60,90,2,48,0
25,72,55,70,59,86,78,57,62,65,0
94,35,18,21,90,24,14,36,12,46,0
71,83,90,28,7,44,48,86,22,51,1
67,85,86,65,30,13,65,53,70,99,0
80,28,36,82,23,88,27,32,99,99,1
53,7,28,2,35,1,72,62,68,55,1
36,29,56,39,23,96,83,55,26,19,1
29,50,78,7,7,79,11,99,43,64,1
21,92,71,89,82,69,45,25,97,72,1
21,53,47,66,40,36,57,13,2,29,0
25,62,14,75,14,32,32,50,14,48,1
37,54,22,92,27,76,49,21,13,28,1
12,10,53,88,5,58,89,60,0,74,1
15,12,24,40,45,44,37,39,10,58,0
82,33,74,22,82,79,83,79,12,63,0
96,63,30,0,61,70,93,25,1,15,0
12,64,18,62,50,80,39,86,32,83,0
36,18,6,24,59,61,88,32,67,43,0
40,69,99,26,17,88,19,67,17,11,1
54,52,0,15,51,99,80,68,3,45,1
15,5,32,96,83,2,34,3,44,87,0
94,60,69,29,45,84,96,33,30,92,1
84,13,10,3,86,90,23,98,99,15,1
8,37,43,90,40,8,3,80,70,81,1
4,97,78,35,47,85,10,72,40,4,1
89,21,86,28,35,39,65,69,28,86,1
67,12,77,94,5,35,60,49,66,11,1
54,35,8,39,52,83,92,7,58,62,1
76,67,40,48,75,18,11,77,93,72,1
5,26,72,36,17,61,93,87,9,89,0
97,74,25,88,2,92,18,81,38,12,1
4,18,62,47,95,21,20,42,7,72,0
79,6,66,16,10,44,20,70,74,71,1
91,55,57,75,71,11,74,14,93,10,1
3,87,73,36,75,59,91,76,57,52,0
87,81,60,19,35,60,82,82,54,78,1
19,18,35,8,46,35,22,67,46,5,1
37,33,18,97,66,82,92,9,78,0,0
12,18,7,30,16,88,99,49,79,75,1
16,27,71,99,34,73,64,71,70,59,1
5,49,56,93,34,43,4,17,93,29,1
12,23,14,49,53,59,94,21,95,88,1
97,35,53,62,90,96,4,60,53,99,0
82,62,33,84,71,48,82,33,79,17,0
73,94,28,12,53,3,7,76,68,93,1
29,39,41,37,91,9,44,33,76,25,0
68,53,28,89,80,61,32,17,6,70,1
74,18,39,29,10,91,62,19,49,34,1
13,35,17,20,85,82,61,93,57,39,0
72,75,96,90,72,88,94,49,3,29,0
35,29,93,90,85,50,58,89,77,56,0
95,5,94,88,11,23,87,1,24,76,1
76,80,12,58,99,77,97,90,95,89,1
31,40,12,97,62,34,60,44,43,50,0
79,45,87,61,99,58,50,65,2,18,0
29,42,81,33,68,93,14,25,69,87,0
47,26,34,58,80,93,83,97,56,78,1
84,56,44,58,85,18,11,38,91,35,1
59,74,11,96,22,69,84,6,34,31,0
42,9,25,22,95,23,64,82,55,92,0
64,60,97,26,0,68,87,13,80,98,0
72,94,43,18,51,23,28,24,3,53,1
37,69,34,46,77,19,91,6,21,86,0
34,67,32,58,53,97,66,29,87,18,1
46,65,57,67,79,48,65,34,88,4,1
15,87,78,55,76,89,13,66,40,62,1
11,63,15,24,82,94,90,76,72,71,1
44,87,16,27,61,93,7,42,70,58,0
25,31,46,96,14,43,94,23,82,45,0
86,74,41,65,73,59,86,54,73,7,0
20,85,84,87,30,83,13,61,5,92,1
27,71,45,66,44,39,66,27,35,95,0
81,73,7,7,83,89,56,13,54,69,1
77,57,50,63,63,32,62,87,51,54,1
42,31,60,9,37,56,71,5,99,73,1
78,33,71,75,62,15,1,25,87,17,1
90,17,20,56,13,0,43,7,97,93,1
3,58,34,27,22,58,16,21,73,1,0
30,19,16,73,5,74,75,43,95,17,0
61,60,91,90,15,41,50,56,61,50,1
41,86,45,84,33,16,81,18,6,12,0
43,42,54,33,75,36,10,75,93,84,0
32,45,57,89,86,25,84,96,74,99,1
52,56,8,78,17,7,94,53,84,15,1
88,14,18,16,28,11,54,55,40,55,1
81,78,77,55,10,75,92,51,31,63,1
57,88,37,51,26,93,95,68,90,59,0
73,58,52,15,4,1,87,14,98,94,0
72,67,5,75,68,97,72,78,61,26,0
93,86,64,22,29,2,21,37,98,74,1
95,41,0,33,96,30,52,87,68,11,1
4,73,27,66,90,3,12,63,36,46,0
72,16,56,55,59,99,83,95,23,1,1
70,96,77,20,51,72,96,52,34,27,1
39,37,40,76,84,2,31,87,44,27,0
49,74,88,51,72,6,42,68,37,15,0
6,36,88,5,38,60,79,2,92,73,0
55,82,52,24,42,51,45,32,57,41,0
33,47,65,76,46,55,4,31,43,88,0
10,13,71,23,93,57,30,72,20,92,1
6,19,54,27,81,38,59,7,58,44,0
49,60,31,33,93,36,77,1,53,15,0
91,3,33,25,63,66,47,29,63,84,1
72,39,61,84,12,0,9,55,97,95,0
46,9,76,90,12,10,95,12,36,16,0
93,72,8,97,58,49,41,35,86,3,1
72,38,28,50,3,70,52,28,49,61,1
45,50,93,17,45,28,34,12,64,75,0
17,34,88,71,68,66,26,49,53,49,0
24,18,54,61,66,96,79,76,47,24,0
36,95,11,19,82,21,35,26,86,89,1
28,64,73,40,74,27,25,6,10,46,0
98,97,82,16,77,13,73,58,37,48,0
13,10,89,6,94,22,12,28,8,27,0
89,91,10,46,39,85,38,63,62,96,0
21,13,39,62,85,46,50,58,90,90,0
25,41,68,9,41,80,60,61,74,87,1
54,52,56,13,85,75,12,44,40,10,1
99,43,1,51,49,74,43,18,8,65,1
6,70,78,7,63,94,70,54,63,6,1
60,44,97,46,5,21,90,88,51,16,0
14,25,10,85,85,44,59,58,12,63,0
35,36,85,47,20,15,94,98,65,93,1
30,70,95,2,29,86,93,62,91,12,0
37,60,50,40,91,82,46,28,8,73,1
39,16,76,56,67,88,93,28,41,76,0
5,13,24,76,65,55,70,12,37,51,0
62,99,67,12,56,85,62,64,16,69,0
50,40,28,39,28,49,5,50,97,81,1
29,66,97,26,7,54,15,94,51,50,0
18,59,41,39,30,10,53,47,37,11,1
29,99,4,43,19,91,83,61,17,37,0
39,66,3,6,24,82,65,34,64,20,0
24,78,69,39,54,45,49,3,39,50,1
9,60,86,48,69,13,41,84,87,63,1
22,46,92,78,48,5,39,32,20,81,1
46,5,49,73,96,81,67,4,76,44,1
38,25,82,82,60,43,85,66,87,53,0
62,33,61,73,31,46,43,54,61,97,0
4,53,49,75,45,39,73,65,97,69,1
63,32,4,24,24,72,17,62,80,29,0
93,22,69,16,52,2,32,6,37,29,1
15,82,97,93,81,0,32,48,67,62,0
38,94,45,69,68,89,27,91,57,65,1
71,84,95,65,38,16,44,14,47,36,0
17,97,86,60,96,79,70,31,66,26,0
15,56,44,38,56,42,5,60,2,68,1
68,15,71,86,63,54,99,37,78,18,1
10,39,47,45,46,41,51,55,58,27,0
47,38,21,29,84,43,83,39,53,38,1
34,25,37,90,22,28,21,57,85,57,0
16,46,57,44,68,38,53,19,55,11,1
64,78,93,40,37,51,34,85,16,20,0
44,41,41,0,49,23,5,7,89,74,0
37,27,2,23,29,93,28,98,35,55,0
67,32,81,34,86,76,30,85,0,15,0
94,67,8,56,44,8,31,9,70,80,1
79,83,85,63,82,15,78,8,33,37,1
37,17,6,40,3,91,14,51,49,14,0
58,46,22,83,41,35,88,30,4,53,1
57,93,14,58,70,92,28,32,50,76,1
22,97,72,64,62,48,96,52,10,0,0
55,5,64,51,64,69,82,77,81,75,1
17,89,23,17,49,43,15,45,62,17,0
46,39,42,26,91,24,9,16,20,93,1
6,46,85,95,48,44,22,58,46,4,1
96,32,5,57,73,13,81,25,86,38,0
80,29,63,51,21,20,20,61,81,76,1
40,61,23,89,21,72,65,96,90,4,1
84,90,88,15,95,7,62,75,43,46,0
67,88,29,68,49,26,31,71,28,1,1
8,11,41,75,41,41,90,0,75,37,0
82,31,16,35,35,80,18,63,42,60,1
78,40,75,68,54,52,60,59,25,22,1
19,42,58,47,94,55,17,20,27,18,0
32,43,54,41,61,76,74,9,59,59,0
58,39,3,0,21,89,29,73,64,46,0
91,42,60,18,40,15,80,68,40,10,1
96,31,27,77,90,94,5,16,64,32,1
20,77,37,47,63,78,69,34,94,66,0
16,11,48,64,87,51,44,91,23,29,0
23,69,77,93,72,39,27,21,47,33,1
0,13,25,9,77,31,15,55,84,35,1
11,82,79,29,0,83,69,21,68,18,1
33,34,54,27,31,10,92,35,61,64,0
37,62,90,98,98,21,10,81,68,17,1
27,49,89,34,60,35,83,61,61,82,0
25,32,93,89,0,6,87,42,49,25,1
89,15,67,4,11,58,4,16,8,17,1
8,16,54,74,44,71,10,84,39,25,0
14,89,72,64,22,16,19,34,57,10,0
67,52,26,0,40,97,63,26,25,30,0
8,96,63,43,37,92,93,2,40,6,1
82,29,95,79,34,67,59,50,12,99,1
54,39,81,67,64,43,82,84,25,25,0
66,73,96,55,20,68,31,47,29,88,0
56,28,46,82,40,49,99,89,14,99,0
90,25,74,71,84,48,1,9,41,97,1
4,88,14,95,85,64,47,82,27,67,1
15,61,41,1,95,87,11,24,60,40,0
4,59,20,52,18,95,69,2,54,14,0
48,84,16,96,57,65,90,98,86,16,0
95,35,41,59,26,93,45,95,78,5,1
35,93,66,37,92,85,32,58,76,21,0
26,39,75,20,24,97,59,85,52,39,0
92,46,13,3,3,11,99,34,4,73,0
35,10,5,75,81,45,82,91,86,85,0
0,94,99,14,74,47,8,44,48,44,1
68,97,15,63,58,70,4,10,43,2,1
58,0,46,47,55,53,43,83,7,67,0
77,83,9,66,20,12,8,0,24,77,0
61,30,75,21,29,14,41,74,85,43,0
37,76,18,27,92,5,69,79,45,52,0
47,6,31,69,17,65,22,10,39,56,1
58,16,27,96,65,84,5,40,61,7,0
71,55,28,74,85,74,29,25,7,22,1
25,24,30,18,15,31,75,62,99,76,1
45,43,16,29,47,65,53,70,77,99,1
3,97,91,83,83,12,33,64,6,93,1
97,79,39,57,57,99,54,47,30,59,0
82,90,78,39,6,1,28,11,32,68,1
55,66,17,22,19,43,99,66,90,28,0
2,71,52,74,30,89,98,43,41,48,0
2,90,33,15,69,97,97,64,72,84,0
96,50,37,46,48,82,32,34,15,12,0
1,31,20,66,27,24,80,28,9,78,0
51,5,16,72,7,53,19,75,72,25,0
25,25,86,83,70,71,46,77,6,37,0
38,44,63,87,37,52,31,32,81,47,1
19,78,44,6,44,7,94,71,29,12,0
26,3,40,47,2,4,32,66,22,42,0
99,73,8,37,32,32,8,82,24,33,1
80,78,61,0,92,72,36,73,50,81,0
7,11,4,63,79,21,17,94,48,67,0
26,30,1,67,69,25,16,24,65,92,1
98,49,28,85,84,45,31,76,60,2,1
8,40,81,59,34,66,35,68,89,0,1
30,4,4,50,12,40,98,26,82,15,0
73,6,18,9,21,95,33,97,33,29,1
64,79,44,4,67,5,63,63,96,57,0
89,60,34,52,95,47,3,38,19,85,0
55,1,35,90,29,43,74,59,21,19,1
59,43,63,28,81,95,76,52,76,80,1
1,7,45,82,85,23,62,40,92,56,0
17,77,70,76,4,29,33,89,71,58,1
90,30,80,66,24,86,3,1,35,46,1
92,71,90,25,19,61,28,86,88,4,0
40,75,87,92,53,53,64,88,17,1,0
94,94,59,92,84,3,47,55,9,89,0
39,25,52,60,85,1,78,27,6,47,0
4,79,73,75,24,51,15,25,52,25,0
24,32,51,92,99,16,78,36,10,46,0
9,44,93,30,47,11,61,10,70,33,0
93,1,83,83,41,59,34,61,62,7,1
81,83,57,86,31,92,38,61,85,43,1
28,58,86,91,2,60,38,46,71,28,0
28,57,2,22,77,5,2,15,58,95,0
34,55,15,34,75,20,4,42,75,74,1
90,29,17,41,23,3,52,58,16,26,1
26,68,60,78,31,12,97,91,47,84,1
58,14,91,85,73,32,99,50,38,55,1
74,35,88,52,43,92,83,95,37,70,0
56,23,78,12,64,37,3,59,8,71,1
21,34,27,5,98,73,32,93,1,73,0
13,8,22,61,93,72,23,97,92,85,1
43,14,0,60,68,96,83,89,92,63,1
57,17,2,75,29,94,40,84,31,46,0
87,37,41,27,90,6,69,78,22,59,0
7,68,14,3,95,89,45,77,56,96,1
13,57,90,75,40,81,47,21,21,10,0
67,36,51,95,20,74,43,18,18,99,0
21,18,24,13,37,89,8,17,83,16,0
49,72,69,10,12,76,29,16,38,77,0
57,93,20,28,1,27,84,33,25,93,1
66,6,1,15,66,3,35,0,88,58,1
42,26,44,83,37,8,49,72,48,38,0
96,45,54,1,50,69,84,42,51,31,0
5,23,84,9,44,93,35,36,84,31,1
12,57,51,69,48,86,44,94,65,84,1
63,34,39,67,56,67,76,73,51,35,0
49,78,47,60,17,22,72,77,12,95,0
14,1,54,68,75,87,96,43,99,17,1
3,39,86,83,86,14,91,8,13,2,0
94,47,12,12,90,74,87,40,10,89,0
1,94,35,5,22,23,72,55,80,24,1
21,10,12,9,90,55,55,58,72,14,1
27,52,88,30,7,93,0,43,97,25,0
10,0,70,31,93,56,13,9,10,79,1
39,91,83,35,5,30,21,71,45,78,0
26,98,33,50,91,50,83,14,18,82,0
57,41,79,76,35,87,73,65,37,9,0
66,8,2,9,79,9,67,95,95,48,1
16,44,29,41,28,21,44,65,86,67,1
41,62,68,4,21,79,73,5,9,42,0
98,78,54,82,72,21,7,44,45,10,0
8,74,31,85,9,74,29,40,77,70,0
98,94,46,47,69,29,17,70,71,48,0
9,48,24,54,61,90,78,46,93,88,0
80,19,44,31,12,55,75,22,21,30,1
96,35,64,92,59,7,10,81,10,28,1
73,53,94,43,55,1,39,83,24,33,0
22,49,59,24,36,42,81,98,54,46,0
97,48,51,43,90,37,26,88,40,22,0
80,97,58,9,66,51,18,54,85,99,1
25,38,70,53,9,63,51,12,57,74,1
88,3,2,3,33,71,84,83,39,15,1
53,27,3,24,22,27,33,47,87,99,0
88,89,52,41,31,94,55,81,76,46,0
74,95,7,33,88,22,78,60,39,41,1
59,3,12,88,7,83,20,36,6,15,1
19,42,79,58,68,51,29,65,24,76,1
3,28,34,76,62,76,62,77,93,69,0
52,46,90,63,62,22,44,47,69,78,0
64,20,79,55,46,12,10,12,90,86,0
13,97,13,73,3,55,58,35,2,99,0
3,28,93,38,79,50,45,41,96,92,1
27,61,93,63,54,44,18,9,60,45,0
52,83,24,66,75,56,27,84,93,97,0
9,4,47,80,22,90,39,94,11,29,0
22,50,64,11,26,0,32,24,75,91,1
7,51,92,43,41,81,5,39,4,35,1
33,57,10,89,26,70,45,36,70,80,1
34,7,84,54,17,89,47,4,85,66,1
89,82,98,43,70,90,7,75,99,38,1
29,82,85,0,28,38,55,64,62,98,1
66,41,50,32,86,58,39,40,7,89,1
21,91,67,30,82,12,9,29,12,75,0
14,35,25,62,38,80,99,96,29,12,0
71,45,74,96,95,78,71,83,31,30,0
87,88,56,33,33,17,53,27,15,18,1
57,1,71,13,59,25,59,15,14,54,1
61,5,38,17,14,9,33,2,50,18,0
28,60,39,76,95,28,16,3,74,69,0
67,79,4,36,42,37,73,79,32,85,0
46,74,30,33,63,24,54,2,10,20,0
54,26,25,69,81,65,1,68,59,58,1
66,68,25,99,79,27,47,88,83,7,1
90,69,6,81,87,70,94,0,98,71,0
0,55,83,49,20,28,68,47,39,96,1
84,24,26,73,95,23,80,16,22,27,1
97,95,32,49,95,48,23,62,78,59,1
11,60,40,23,21,35,48,0,93,97,0
85,93,66,31,94,9,64,56,14,54,0
93,44,72,82,61,76,25,60,24,1,0
82,90,19,48,55,5,88,70,50,38,1
60,3,65,29,65,82,36,28,57,83,1
16,80,20,33,82,64,57,40,63,70,0
4,24,87,24,93,89,6,77,35,24,0
87,68,50,97,95,52,18,31,98,74,1
88,29,54,56,86,81,83,76,76,27,1
19,37,28,46,66,36,56,92,66,24,1
64,69,79,22,58,54,57,7,28,37,0
47,27,55,77,84,88,99,62,20,22,0
34,35,64,26,13,36,0,97,4,50,1
52,33,32,9,78,43,34,72,2,28,1
95,55,28,74,69,83,20,1,45,83,1
58,93,19,7,14,27,1,37,61,67,0
5,57,97,95,11,94,79,47,8,96,0
16,61,96,85,52,93,36,30,14,5,0
38,93,10,73,71,48,46,20,3,58,0
36,19,61,46,94,22,90,9,30,19,0
43,12,99,40,64,39,85,9,54,79,1
43,0,81,37,24,61,71,19,16,58,0
18,48,51,16,13,71,85,36,87,28,0
72,48,94,0,7,85,2,2,75,97,0
12,36,86,38,24,33,9,63,56,28,1
9,57,41,83,94,84,33,55,52,85,0
44,86,93,72,97,19,95,15,9,25,0
45,48,0,24,81,77,50,95,23,30,1
50,13,78,10,8,37,24,11,58,89,1
26,46,15,88,56,18,44,57,34,12,1
49,70,94,20,99,74,20,62,69,28,0
18,90,47,70,44,6,61,38,87,13,0
72,45,55,65,86,38,13,6,95,14,0
59,64,47,40,15,40,86,49,22,56,0
83,58,78,28,92,61,65,62,59,39,1
5,23,42,14,51,82,66,76,81,17,1
21,1,14,91,25,88,58,72,52,25,1
9,22,12,34,60,85,2,60,70,61,0
94,44,13,34,34,66,84,18,29,47,0
58,28,44,20,23,22,11,82,39,33,0
22,50,84,50,10,58,30,92,74,0,1
13,31,96,40,21,12,48,94,13,77,0
42,7,59,2,8,72,25,95,77,47,0
77,81,5,28,55,50,34,71,2,37,1
65,48,27,22,89,62,32,60,27,59,0
7,99,54,96,49,63,17,66,91,93,0
25,90,31,61,25,15,48,43,53,10,0
53,48,61,10,52,62,26,12,68,84,0
51,66,15,24,88,95,85,20,91,42,1
37,6,97,41,19,41,84,33,6,85,0
89,54,56,98,95,73,79,7,91,10,1
63,83,66,4,80,71,19,74,33,58,0
81,29,31,15,6,94,39,7,84,38,1
58,59,21,95,20,26,56,82,51,65,1
77,13,83,24,67,61,42,0,16,91,1
60,48,31,52,88,15,80,63,72,90,0
87,60,96,39,81,78,15,15,72,69,1
8,13,54,24,90,96,73,66,56,73,0
47,38,55,56,98,74,41,79,10,21,0
51,72,82,16,70,80,26,33,76,80,0
5,20,6,7,97,59,39,92,79,0,0
6,99,86,53,73,78,57,32,74,73,0
96,25,26,94,91,18,17,77,51,52,1
1,32,5,62,25,58,59,42,82,93,0
23,72,51,86,21,24,97,17,8,97,0
57,56,8,27,24,89,85,45,95,12,1
90,61,36,94,38,46,12,34,97,3,1
43,39,92,64,59,87,44,16,87,78,1
58,6,60,33,90,9,49,25,95,68,0
72,29,21,68,70,64,78,44,62,9,1
98,95,0,0,77,71,78,95,55,93,1
86,99,69,63,26,70,16,40,56,58,0
13,61,72,95,24,23,61,72,74,93,0
53,87,65,49,50,40,29,51,94,27,1
4,27,51,32,70,56,5,27,23,18,0
33,41,64,8,87,50,95,55,98,15,1
9,3,17,41,53,12,51,92,31,53,0
78,74,39,4,32,85,34,74,53,95,0
0,73,22,70,96,98,36,93,34,95,1
22,92,34,41,83,17,32,97,89,19,0
13,48,8,56,23,51,45,68,8,87,1
52,31,69,45,6,17,3,36,52,15,0
33,64,57,65,41,51,80,63,16,41,1
55,44,11,64,31,15,97,31,14,9,0
77,84,55,23,59,11,90,55,64,30,0
49,52,34,9,79,30,65,89,84,90,1
53,54,88,91,22,60,31,11,89,10,0
