f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,label
18,65,92,87,77,28,14,31,2,83,1
38,75,66,55,22,56,94,70,52,22,0
13,25,24,74,10,75,67,30,42,51,0
35,39,66,67,13,6,8,5,49,55,0
98,72,56,20,93,21,93,69,56,21,1
17,77,25,58,83,93,45,61,97,65,1
44,58,84,98,48,41,61,13,28,54,1
50,70,36,44,74,40,39,39,37,25,1
42,14,26,15,54,7,96,56,23,24,0
94,67,24,33,1,23,85,13,23,1,0
80,75,47,1,88,90,59,1,48,35,0
83,70,68,25,52,77,99,12,44,74,0
52,39,35,20,54,44,34,91,56,99,1
8,13,77,67,23,15,80,76,2,18,1
17,55,72,77,85,49,43,0,71,9,0
58,16,92,27,35,19,19,28,43,22,1
9,36,92,20,95,26,4,4,26,7,1
19,39,21,18,33,23,60,5,93,64,1
46,67,76,26,32,75,1,73,17,62,0
74,86,46,33,36,46,3,83,43,31,0
73,65,31,57,69,44,56,61,23,48,0
10,33,41,36,91,38,29,72,9,66,0
24,33,24,86,22,11,20,7,63,11,0
46,22,56,29,46,5,55,62,18,53,1
66,16,27,12,60,5,51,60,23,5,0
30,20,43,7,4,64,29,94,41,64,1
53,96,57,63,27,88,79,93,7,45,1
69,12,12,27,16,88,13,81,1,27,1
79,96,15,20,71,6,15,10,46,88,1
94,68,10,11,77,27,28,50,94,92,0
63,2,92,7,2,54,73,5,77,80,1
47,74,61,88,57,1,9,63,16,64,1
7,44,7,86,19,38,61,26,17,29,1
66,59,32,10,88,9,67,97,56,27,0
40,76,30,95,31,15,89,48,27,24,0
2,86,26,90,22,51,8,64,40,60,0
90,65,12,63,70,4,11,93,66,38,0
60,76,48,63,6,14,93,97,22,2,0
9,49,50,29,83,47,66,53,12,19,1
29,4,98,94,3,85,48,38,71,19,1
45,74,39,34,39,34,58,31,96,4,0
17,92,48,35,49,69,22,70,29,72,0
51,50,73,54,23,72,64,76,57,63,0
17,78,86,38,8,83,52,43,24,72,1
69,50,48,90,53,82,31,57,83,58,0
33,9,53,7,88,34,41,53,78,30,0
5,30,47,62,58,0,45,60,2,82,0
93,36,66,66,39,21,95,15,90,65,0
6,72,11,41,1,95,53,85,43,14,0
24,72,27,23,97,85,29,3,34,49,0
77,56,32,66,19,94,13,70,61,58,0
54,99,83,44,72,80,81,75,99,71,0
2,46,24,13,81,71,17,27,99,12,0
50,16,38,72,22,5,99,82,50,70,0
79,12,94,1,86,3,45,32,81,44,1
85,82,90,84,70,8,23,81,48,69,0
29,97,45,11,63,7,88,31,45,55,0
68,79,20,97,32,31,16,8,88,3,0
61,31,95,84,24,16,66,97,13,53,0
32,80,33,51,93,94,99,18,35,98,0
46,54,21,90,79,90,80,5,19,6,1
8,39,36,44,65,31,81,81,83,18,1
13,60,27,10,10,93,40,47,57,11,0
17,1,4,71,17,74,71,26,46,62,0
84,35,2,53,87,59,61,89,19,96,0
7,83,3,59,42,44,92,72,86,20,1
80,46,90,45,48,32,20,52,23,48,0
31,57,91,5,59,83,34,93,77,62,1
97,2,49,7,61,63,35,1,66,2,1
90,29,32,86,14,68,90,10,19,66,1
27,79,14,50,93,12,18,16,91,63,1
79,86,82,45,39,96,91,67,64,13,0
97,60,46,31,53,74,71,64,45,25,0
22,55,68,26,11,73,60,80,76,61,0
68,60,36,77,30,51,20,16,40,37,1
2,25,78,84,81,64,25,96,30,18,1
24,19,64,66,99,3,51,11,23,44,1
83,38,33,87,41,31,97,25,68,80,0
58,41,23,50,7,64,92,95,87,96,0
31,26,6,88,94,87,68,0,65,25,1
62,75,11,97,66,10,42,14,31,94,0
15,56,6,5,61,19,91,74,23,35,0
66,84,36,39,69,46,63,83,58,43,1
25,17,23,93,85,17,28,72,16,93,0
94,54,48,43,12,66,38,23,46,4,0
67,67,12,87,23,92,23,80,16,82,0
2,4,27,10,61,34,53,26,40,90,0
80,63,59,58,93,67,71,35,29,85,1
72,63,95,37,28,81,41,32,53,92,0
15,8,90,60,12,65,57,38,7,59,0
78,54,25,21,35,41,72,54,73,14,0
64,8,2,90,86,20,69,75,16,28,0
13,42,72,24,90,94,32,94,57,10,0
0,0,46,22,7,2,82,47,86,13,0
80,20,19,61,5,14,36,48,9,99,1
86,66,75,23,98,45,42,65,39,13,0
5,79,5,78,62,12,10,16,98,27,1
51,43,10,4,70,51,62,12,1,66,0
54,90,8,35,47,83,48,65,78,72,1
88,18,36,90,10,43,70,69,67,7,1
81,70,53,49,55,8,28,35,31,17,1
62,42,72,20,61,1,44,52,4,41,0
68,75,91,61,32,98,89,16,97,68,1
87,29,16,46,78,68,5,44,14,31,1
12,21,37,24,89,6,81,25,71,74,0
80,74,36,73,33,26,63,16,68,45,1
22,25,2,59,24,41,69,58,51,99,1
78,23,1,77,24,78,19,26,90,49,1
90,0,73,90,45,21,78,44,91,55,1
87,62,34,81,6,55,41,25,33,37,0
73,90,98,9,56,18,87,7,40,8,1
65,87,99,91,96,45,91,82,44,80,1
19,35,30,25,33,39,1,73,87,62,0
81,8,77,54,56,88,68,98,21,49,1
15,55,75,61,94,60,75,47,93,77,0
75,26,66,57,49,43,35,78,34,66,1
19,66,89,70,53,58,38,60,34,35,0
8,35,9,92,74,82,62,5,38,88,0
98,25,23,69,71,81,9,69,62,89,1
42,16,99,0,96,80,47,72,8,3,1
30,48,58,67,99,54,95,51,54,29,0
4,56,47,38,43,92,80,43,66,17,1
68,70,50,8,54,64,31,72,88,85,1
58,11,70,13,18,68,80,87,45,41,1
76,56,87,24,73,90,25,75,33,85,0
5,90,89,1,14,21,76,78,46,2,0
87,85,2,58,51,7,7,45,33,19,1
57,7,78,10,65,55,18,20,26,50,1
21,81,36,58,56,11,22,59,78,15,1
71,58,10,58,61,67,26,79,0,40,1
9,95,52,42,23,50,91,13,61,71,0
87,63,21,70,43,69,24,64,17,80,1
68,59,37,85,74,12,55,33,52,81,0
61,41,50,84,99,24,14,88,87,53,1
24,52,96,48,24,51,36,8,92,15,1
91,40,61,59,59,44,90,77,12,68,1
19,85,4,53,15,60,55,62,69,31,0
7,64,57,34,26,81,90,21,22,75,1
34,38,66,49,62,23,48,11,61,70,1
38,50,76,25,85,23,16,7,11,48,0
63,87,25,3,72,14,95,15,46,0,0
2,66,55,50,52,7,17,22,49,57,0
56,6,3,27,40,17,74,51,16,28,0
10,51,95,11,12,66,23,13,63,15,0
63,87,63,45,98,18,91,68,6,42,1
22,60,11,66,67,43,72,98,15,15,0
99,65,19,66,32,12,67,27,55,55,0
56,15,27,96,93,98,2,56,26,39,0
5,81,84,56,49,16,35,70,4,43,1
79,48,91,27,80,42,48,85,25,11,1
96,63,19,67,53,52,93,88,28,36,0
67,29,38,80,39,38,29,50,96,31,0
49,30,1,6,10,54,71,94,32,44,1
94,47,49,35,52,79,39,16,9,90,1
61,64,93,57,30,79,48,22,78,76,0
62,51,34,93,86,80,12,4,17,12,0
93,67,58,53,45,12,5,42,94,50,0
8,47,19,27,7,95,26,59,15,5,0
52,46,21,75,93,10,84,7,72,72,1
42,36,30,25,42,95,21,68,21,44,0
1,5,42,72,74,1,74,37,48,23,1
34,15,67,13,74,63,89,80,72,27,0
48,50,34,6,93,97,4,28,24,24,0
83,85,93,2,99,16,30,90,26,43,0
84,2,25,68,2,91,33,3,30,79,1
55,76,67,4,22,29,3,87,30,78,0
36,30,30,55,82,80,18,63,39,43,0
41,84,48,79,11,23,57,85,77,38,1
4,46,93,35,85,58,88,25,39,43,0
67,64,65,25,89,40,3,45,73,30,0
34,79,73,3,85,56,44,82,80,76,0
17,86,55,66,21,87,27,43,60,31,0
77,97,36,13,63,43,61,98,4,33,1
65,28,42,46,13,52,41,4,40,60,1
13,26,19,58,3,55,13,25,53,73,1
92,34,0,93,43,9,66,42,33,1,1
86,85,48,10,93,80,77,98,11,13,0
62,83,57,45,96,9,42,27,4,11,1
90,33,48,87,57,68,51,92,18,25,0
17,32,81,1,20,49,64,69,26,54,0
42,88,38,1,48,45,84,36,17,83,0
29,39,15,33,1,38,72,79,66,74,1
53,3,95,85,93,72,84,59,52,61,0
69,46,62,87,35,57,84,17,30,27,0
91,48,76,31,65,60,44,97,1,64,0
53,34,53,68,34,13,23,39,99,11,1
35,94,30,52,65,51,26,69,19,98,0
53,4,50,79,78,64,82,45,7,77,1
97,55,69,88,97,1,90,59,78,33,1
91,3,82,76,64,59,27,84,54,28,1
62,42,49,36,16,84,60,84,15,20,1
46,95,92,60,36,11,22,15,11,61,1
28,8,91,43,89,15,86,45,32,77,1
44,17,22,48,97,83,3,93,99,73,1
4,59,54,12,82,12,82,44,82,99,0
81,41,4,62,62,31,99,36,57,25,0
21,76,6,81,35,48,5,35,7,8,0
81,81,49,19,26,67,88,28,75,0,1
36,22,54,55,56,63,14,65,22,92,0
78,5,45,44,54,44,67,91,61,14,1
1,32,74,69,42,61,93,92,73,80,1
25,89,45,8,43,50,14,64,50,28,1
49,9,59,80,10,86,51,17,45,73,0
33,75,58,54,78,28,26,22,69,96,0
55,16,49,74,75,41,14,51,5,69,1
18,57,44,20,86,33,78,15,78,12,0
52,17,12,15,80,70,63,7,6,89,0
34,94,66,3,59,76,57,9,81,28,0
77,80,52,91,1,67,10,24,47,89,0
77,50,88,51,86,13,77,57,4,12,0
49,31,94,94,59,24,36,49,17,22,0
64,80,89,11,3,97,46,90,10,81,0
13,90,45,61,59,57,33,41,98,51,0
67,25,22,3,24,39,8,42,27,61,1
9,94,75,77,32,38,26,66,41,63,0
31,56,78,80,29,99,80,24,59,75,1
19,8,29,60,18,79,4,65,49,90,1
50,98,39,15,49,33,3,44,82,90,0
56,29,71,44,1,94,84,50,41,49,1
99,4,99,55,42,92,75,2,77,48,1
35,64,85,32,68,29,17,34,47,57,1
12,60,8,41,75,35,51,39,64,75,1
27,35,47,51,60,23,35,18,9,39,0
96,77,52,51,74,41,20,46,36,6,0
47,36,64,48,91,20,90,59,16,58,1
27,85,26,85,64,57,59,2,1,88,0
51,32,94,29,50,38,5,75,52,80,1
73,20,88,54,85,29,41,44,31,80,1
93,46,79,67,41,40,77,69,18,71,0
72,96,98,19,77,10,89,49,61,2,1
19,53,83,83,17,52,39,28,91,85,0
72,28,14,18,53,21,76,48,34,24,1
62,82,71,53,63,86,73,15,47,2,1
26,68,82,65,80,87,64,28,62,98,0
85,34,93,7,99,90,68,19,84,11,0
67,90,24,21,8,15,81,59,9,63,0
19,27,84,67,52,89,99,53,19,21,1
61,16,38,0,65,41,72,0,83,71,0
94,70,81,36,36,79,17,55,6,43,0
77,81,24,66,40,6,25,97,11,41,0
24,14,48,51,44,14,78,28,40,81,0
84,46,62,95,32,61,88,67,42,54,0
10,87,8,32,8,42,75,57,25,39,1
32,57,22,33,85,91,23,10,17,93,1
87,75,72,35,55,31,16,20,94,11,0
64,99,31,63,48,49,15,10,39,80,0
48,28,1,69,99,81,38,66,97,28,1
16,83,59,18,65,69,98,79,40,70,1
22,71,97,5,17,92,65,98,70,53,0
99,8,83,22,39,63,19,35,24,87,1
89,62,80,69,68,18,37,87,58,32,1
43,45,36,56,77,35,99,15,15,80,1
92,71,67,39,74,60,77,74,4,6,1
5,6,15,42,81,82,67,67,90,50,1
53,88,36,0,73,86,9,1,76,36,1
24,60,78,44,70,57,0,68,89,76,1
71,91,55,13,44,46,2,82,34,92,0
22,27,66,98,19,80,39,91,16,96,1
79,72,39,69,6,65,96,23,90,47,1
86,78,36,96,28,39,19,69,69,19,1
40,17,97,0,83,11,84,1,43,57,0
21,13,58,38,60,77,88,98,35,72,1
24,10,89,53,49,56,3,6,80,32,0
49,73,15,82,83,68,28,51,94,68,1
59,15,38,70,34,91,93,13,52,59,0
29,18,34,27,17,68,61,29,99,56,0
93,8,87,84,9,78,28,12,66,80,1
94,21,82,38,83,88,88,90,51,14,1
87,3,88,66,34,55,20,18,13,49,1
15,89,74,95,34,8,97,10,89,22,0
92,37,40,15,88,32,61,85,68,17,0
97,35,21,75,7,55,20,61,7,31,1
4,33,49,92,84,4,13,65,6,34,1
56,67,97,11,30,31,99,93,49,49,0
84,76,36,7,51,23,61,22,85,92,1
38,41,48,93,48,74,21,21,93,87,0
31,53,17,3,98,91,15,65,46,71,0
21,19,50,8,27,78,1,9,82,52,1
60,90,41,52,41,26,92,2,89,91,0
85,38,16,7,21,6,75,32,78,68,0
3,66,78,45,76,77,1,15,11,88,1
63,98,36,53,19,57,30,93,1,56,1
65,62,13,99,56,80,42,49,93,53,1
67,62,33,95,80,92,81,41,99,21,0
44,73,35,43,5,11,76,57,3,90,1
51,19,52,94,58,93,88,66,51,23,0
53,36,55,63,53,80,91,74,78,61,0
57,12,86,10,11,24,64,66,51,10,0
62,99,55,75,57,80,35,42,45,32,0
80,4,20,28,82,9,64,7,47,43,1
4,63,65,42,28,54,33,30,46,98,0
40,63,30,65,77,4,95,82,99,54,0
0,32,11,23,90,27,50,10,71,45,0
1,23,19,80,83,66,32,92,3,94,0
77,5,87,59,90,0,56,10,42,90,1
46,33,72,86,40,73,77,39,85,69,0
45,94,86,17,28,13,19,45,96,5,0
31,78,65,0,64,37,3,13,39,22,0
86,1,91,11,54,45,44,10,63,67,1
15,66,62,29,90,17,54,42,39,5,1
84,54,37,28,11,1,63,28,90,84,1
34,13,76,34,83,31,33,20,58,31,0
32,57,29,38,3,31,98,20,89,25,1
64,87,59,49,80,73,5,64,97,92,1
57,19,81,63,22,57,67,76,43,46,0
0,64,87,64,69,75,21,24,51,70,0
71,92,15,90,35,96,5,84,91,51,1
24,37,26,56,51,36,6,34,67,66,0
4,37,98,86,0,67,12,69,42,17,1
24,46,24,3,98,43,95,5,13,61,0
37,63,77,84,84,77,72,47,58,46,1
81,86,43,79,0,30,73,14,83,37,1
17,18,64,37,27,24,64,11,12,66,1
48,58,80,17,30,87,87,35,87,94,0
0,17,1,60,32,90,15,17,58,29,1
69,79,25,4,2,5,98,77,14,98,0
69,81,89,72,35,41,13,52,30,44,0
94,59,26,82,69,71,99,63,44,62,0
70,9,58,50,92,87,65,88,91,73,1
69,71,3,65,83,38,5,58,67,36,0
92,37,20,99,71,59,30,80,93,29,1
68,89,1,44,3,81,12,38,23,64,1
91,9,95,73,30,99,8,31,37,86,1
1,81,26,99,65,22,26,38,91,62,1
34,7,76,44,63,33,81,99,0,29,0
36,32,99,38,49,88,62,71,81,40,1
1,29,91,26,48,66,31,36,33,96,1
85,94,94,0,60,33,94,41,72,56,0
82,44,63,84,51,50,29,68,16,18,1
3,80,30,31,80,43,14,25,38,83,0
9,75,92,18,94,17,63,93,35,86,1
10,76,78,84,41,24,25,25,86,6,1
83,25,95,16,83,33,0,88,71,29,1
62,18,81,56,5,79,92,10,73,39,0
23,45,73,34,25,25,31,27,62,89,0
87,9,7,85,80,91,17,56,7,75,1
63,3,21,0,1,96,19,10,2,87,1
4,56,43,57,69,30,64,59,87,27,1
16,67,33,21,86,85,25,86,75,50,0
44,20,20,60,13,38,94,2,11,48,0
38,66,7,60,36,94,84,82,45,64,1
9,63,60,90,64,70,39,78,46,99,0
99,71,50,71,8,33,69,3,31,59,1
28,75,27,11,69,50,5,65,45,34,0
77,24,89,38,55,56,46,43,65,71,1
72,46,41,67,95,57,42,84,75,49,0
84,12,77,34,67,73,47,28,7,43,1
21,50,92,48,71,3,31,68,75,9,1
69,11,69,56,38,87,40,6,27,4,1
39,78,30,32,82,64,72,21,94,40,0
79,78,70,98,23,34,86,54,84,59,1
68,56,54,18,90,34,95,69,85,85,1
84,74,19,23,10,22,65,18,97,6,0
91,46,34,90,87,92,93,16,0,17,0
68,49,21,25,80,15,10,85,77,4,1
46,65,62,20,31,80,54,51,47,99,0
91,55,27,15,61,23,28,90,52,22,0
55,25,76,0,13,55,75,70,93,31,0
19,53,11,54,57,87,2,47,80,17,0
87,68,82,36,1,24,7,13,7,18,0
22,29,24,52,17,55,44,49,46,55,0
44,42,42,90,31,64,23,15,3,7,1
64,33,29,92,66,77,6,13,57,90,1
76,15,83,59,62,84,6,63,6,12,1
32,40,91,90,23,56,67,77,60,11,1
20,56,22,98,26,37,74,54,18,46,1
90,28,95,55,53,16,45,8,22,42,1
47,81,25,28,16,43,71,29,31,35,1
58,94,39,74,94,24,48,74,84,58,0
92,51,60,78,3,18,99,83,35,62,1
23,70,73,38,6,68,52,0,48,34,1
58,52,10,36,88,95,50,61,9,37,0
71,65,31,72,84,97,4,78,18,83,0
11,72,7,58,21,58,42,9,53,26,1
82,77,5,72,16,63,59,52,58,58,0
84,33,60,79,45,34,2,4,19,12,1
30,66,87,82,39,51,98,64,50,10,0
57,42,23,23,18,2,98,4,36,25,0
40,34,31,54,78,54,68,31,98,30,0
59,36,14,31,80,18,95,32,45,5,1
12,64,34,21,91,88,38,50,6,75,0
38,0,39,85,77,47,56,80,92,0,0
98,97,74,95,1,93,66,12,38,1,0
69,25,89,83,93,51,77,80,15,40,1
14,17,71,62,32,40,40,88,1,56,1
62,79,65,16,83,7,41,30,18,9,0
67,80,92,38,33,94,44,67,6,23,1
2,4,34,48,78,77,34,43,94,25,1
16,58,81,33,49,85,36,43,94,9,0
83,98,9,83,31,40,64,65,52,83,0
61,62,47,69,86,87,42,37,81,63,1
34,58,17,8,93,4,34,65,64,50,1
75,69,1,15,67,1,67,73,32,63,1
35,34,40,40,16,53,21,58,49,80,0
64,96,56,96,56,44,96,72,60,20,1
14,76,61,30,68,38,39,8,53,90,0
55,88,60,56,14,4,36,30,51,39,0
83,71,28,47,35,1,20,21,68,90,1
6,33,78,24,43,57,21,91,90,47,1
47,85,30,8,64,11,50,40,23,37,1
16,83,13,15,84,54,65,69,59,28,0
38,11,99,90,72,79,4,95,94,33,1
58,30,52,36,36,70,82,95,91,33,0
33,6,35,21,7,0,45,7,54,51,1
14,69,86,65,52,45,18,5,57,15,0
63,42,33,67,88,87,32,44,23,26,0
92,7,45,88,77,64,16,20,16,86,1
8,70,69,36,60,79,56,52,67,25,0
52,86,25,90,77,61,76,41,17,78,0
1,0,59,20,51,53,87,86,76,97,0
71,55,22,36,14,71,76,12,27,84,1
81,64,86,80,96,38,4,42,24,11,0
17,65,74,13,14,4,79,50,11,10,0
38,94,83,60,75,91,63,27,70,42,0
44,28,63,5,91,46,11,7,71,81,1
11,38,91,48,85,88,86,32,79,29,1
44,48,48,64,3,76,36,59,56,16,0
98,17,30,93,35,44,68,96,15,86,1
79,17,19,71,20,86,99,8,29,86,1
21,63,34,93,60,68,86,32,74,84,0
12,99,5,84,37,96,57,7,89,7,0
5,84,31,9,22,31,83,14,6,17,1
43,40,93,71,1,78,74,86,79,57,0
97,9,48,69,79,7,56,92,35,33,1
61,63,19,35,32,62,52,41,55,38,0
77,74,4,21,53,53,30,32,0,91,0
78,36,95,50,72,8,75,53,63,32,0
11,14,6,28,37,38,47,8,8,89,1
14,76,60,48,70,29,44,89,4,64,1
43,64,39,12,64,18,13,19,10,71,0
81,89,75,77,95,53,75,50,95,78,0
3,1,32,75,9,70,73,23,37,65,0
88,25,56,54,55,55,7,52,78,7,1
68,20,40,65,15,45,87,12,90,14,1
6,46,9,24,98,24,32,0,95,99,0
29,2,49,30,13,66,35,85,61,52,1
74,95,34,98,42,31,25,58,99,42,1
86,55,57,8,42,27,44,38,59,78,1
40,33,49,31,78,86,59,39,51,13,1
0,49,62,25,23,1,51,14,98,44,0
57,95,47,84,90,47,14,32,75,16,0
70,53,48,88,80,3,33,4,75,90,1
99,70,99,94,34,60,98,13,58,47,1
97,45,91,37,23,67,62,88,3,37,1
38,46,36,95,7,65,57,43,51,34,1
36,8,27,27,71,93,78,43,76,96,0
90,72,85,42,6,81,74,44,77,20,1
54,98,20,83,19,41,71,99,50,70,0
51,92,92,74,0,47,28,66,65,33,1
91,77,83,78,31,29,1,49,69,21,1
12,23,93,77,92,8,65,18,20,73,0
75,68,34,42,3,14,60,8,47,85,0
12,65,25,0,65,42,54,2,47,97,0
0,65,51,79,59,29,60,33,86,62,1
20,27,18,14,70,2,18,75,10,98,0
90,15,12,89,63,9,16,77,91,55,1
72,44,58,76,98,50,0,61,78,12,0
66,69,54,87,88,35,86,67,44,80,0
89,93,50,48,53,26,18,31,22,81,1
22,16,65,38,35,79,72,45,26,22,1
58,79,82,40,68,30,22,45,97,78,0
58,86,90,39,20,21,88,43,21,7,1
17,84,81,95,9,28,67,23,31,23,0
19,57,29,55,65,51,87,54,63,80,1
58,79,91,9,52,81,43,88,65,7,1
59,73,51,93,91,21,74,6,52,45,0
2,83,87,16,16,91,38,53,41,45,0
10,42,73,13,64,71,51,5,42,81,0
11,99,19,56,35,6,46,53,30,93,0
8,86,30,10,55,61,59,72,60,70,0
93,53,69,43,72,64,58,75,57,28,0
26,27,46,81,66,77,13,8,25,35,0
91,54,18,65,81,99,77,30,76,49,0
39,60,60,96,80,51,32,44,83,57,0
32,51,44,39,34,86,63,27,63,13,1
20,1,69,57,39,62,28,58,67,24,0
2,33,45,32,4,68,14,23,69,26,0
16,25,36,33,88,96,7,96,77,47,1
23,52,24,65,12,0,64,30,61,90,0
27,19,43,37,65,87,49,18,58,68,1
