f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,label
56,32,65,51,45,22,44,31,49,31,0
98,50,10,6,29,3,46,20,70,48,0
53,56,28,2,78,14,77,97,70,0,1
89,53,91,66,73,38,12,69,87,72,1
57,27,68,78,78,16,13,15,23,65,1
85,93,72,34,60,72,23,85,50,35,0
87,37,49,92,55,21,56,18,39,5,1
5,83,28,69,81,59,69,76,43,79,1
50,24,15,10,67,82,43,92,95,25,1
9,53,1,29,22,3,53,90,9,47,1
20,14,98,87,16,39,58,49,64,55,1
43,52,69,86,74,96,55,26,99,13,0
8,67,6,57,4,21,36,25,10,5,0
50,53,76,65,50,20,5,26,61,58,0
90,64,8,50,60,47,22,95,93,10,1
41,69,67,16,90,73,75,7,13,51,0
96,5,64,79,11,13,87,13,98,15,1
66,31,96,60,30,77,30,95,38,37,0
3,16,4,84,68,44,50,73,36,68,0
56,77,57,39,43,53,77,53,46,50,1
28,23,21,53,8,88,52,83,9,15,1
44,79,55,14,75,2,92,1,60,53,0
76,76,61,6,43,71,85,86,62,19,0
78,29,98,16,44,70,18,65,49,43,1
68,99,36,72,3,86,84,40,79,68,1
1,46,71,84,60,94,6,67,61,16,1
99,99,64,59,24,44,46,82,47,73,1
55,85,4,74,89,37,74,4,64,51,0
48,34,50,72,0,21,10,86,88,1,1
62,15,70,80,78,2,68,35,27,24,1
65,87,82,36,57,3,52,93,97,35,0
70,1,16,44,39,33,93,50,68,75,1
83,67,41,13,63,2,33,36,34,32,0
12,80,5,24,85,29,50,18,45,61,0
30,78,27,50,26,28,8,57,56,87,0
83,28,47,64,0,50,89,39,88,65,1
55,36,34,53,53,99,97,33,23,70,0
82,29,1,21,3,11,57,52,51,55,1
52,37,79,36,54,34,94,78,46,49,0
85,29,99,32,39,10,69,74,11,23,1
59,94,78,16,49,25,80,1,46,77,1
14,89,66,55,58,83,13,58,66,59,0
71,81,72,72,22,60,47,95,70,54,0
76,77,45,69,9,52,96,14,72,28,1
45,24,36,13,66,1,76,14,12,34,1
91,36,29,40,16,16,50,54,82,97,1
70,23,17,57,77,59,16,32,14,24,1
64,18,72,72,8,99,31,6,62,53,0
37,38,44,56,20,33,3,25,94,35,0
2,46,31,48,17,90,33,66,54,10,1
97,48,17,70,87,58,8,82,39,55,0
13,30,15,69,54,11,81,27,49,37,1
2,62,41,25,35,94,93,15,84,26,0
93,50,19,55,14,1,97,51,9,31,0
37,88,52,69,51,60,81,82,38,88,1
54,23,18,36,28,68,98,26,32,7,0
54,80,54,18,70,21,80,66,90,56,1
2,49,22,77,49,51,86,78,60,13,1
90,21,97,35,55,75,61,83,71,51,1
51,29,18,69,97,50,95,33,77,12,1
66,42,30,15,72,40,2,25,49,28,0
94,40,14,60,59,49,47,4,20,84,1
23,88,94,49,26,2,49,54,12,44,1
94,26,99,10,40,85,89,10,83,8,1
56,4,74,68,96,26,5,5,94,17,1
8,30,87,32,76,66,41,33,89,56,0
14,42,68,17,38,43,0,75,76,80,0
15,55,57,81,56,36,90,33,62,37,1
81,40,30,7,18,6,12,70,34,86,0
28,8,94,8,75,36,2,25,52,17,1
57,96,34,25,90,44,74,35,15,77,0
64,59,87,82,17,23,81,71,49,38,0
26,23,42,50,56,91,10,86,33,50,1
17,20,86,26,17,34,79,52,15,64,0
54,7,60,43,74,92,8,78,35,48,0
55,56,88,46,47,67,15,14,90,64,0
31,18,14,99,52,41,30,54,27,47,1
38,19,47,15,81,88,23,79,80,67,0
70,4,92,61,80,41,37,99,93,70,1
88,59,51,75,92,47,84,9,39,40,0
37,55,22,41,45,12,34,85,63,73,1
31,99,85,81,58,86,20,0,6,30,1
40,77,72,20,81,94,83,4,95,35,0
72,27,15,7,21,59,52,9,14,29,1
81,17,47,27,42,54,21,89,40,53,1
25,76,84,48,15,97,19,87,11,65,1
53,60,83,1,45,24,16,28,93,9,0
32,35,55,40,44,80,50,22,69,72,0
82,61,42,90,65,10,76,6,93,64,1
53,11,43,69,50,50,4,4,79,78,1
94,30,84,79,57,47,50,94,97,13,1
65,16,15,86,12,66,63,95,20,19,1
46,74,97,98,83,44,52,23,40,72,1
34,43,73,17,71,85,34,15,39,92,0
83,77,58,67,61,24,32,13,71,26,0
71,99,56,78,96,28,26,47,85,83,1
61,75,80,1,31,45,13,59,22,32,0
37,55,39,3,85,89,27,19,4,33,0
6,11,92,88,32,63,9,75,3,48,1
94,17,73,5,35,13,1,51,23,85,1
43,7,42,49,49,93,51,31,5,20,1
2,20,3,30,56,16,3,80,70,26,0
73,98,26,77,54,64,3,70,2,64,0
68,69,35,47,56,1,0,99,68,45,1
19,12,64,14,46,47,41,61,14,47,1
79,78,67,21,82,79,22,20,52,32,0
98,99,77,58,38,13,50,68,10,79,1
1,50,88,30,77,62,52,53,74,41,0
10,4,82,57,13,54,38,6,42,36,0
43,92,12,31,65,13,79,80,59,71,0
38,43,48,69,57,52,93,66,66,26,1
95,52,92,10,4,85,75,25,78,58,1
2,16,0,19,25,33,60,42,89,47,1
63,39,1,1,28,24,10,16,0,27,1
39,78,24,53,85,69,18,36,74,87,0
23,13,30,29,86,16,18,39,4,23,1
93,68,96,60,26,27,71,7,44,19,0
93,48,29,32,81,7,66,3,87,84,1
7,87,39,25,61,64,37,26,75,89,0
16,28,12,27,44,34,6,82,0,38,0
74,93,93,44,58,35,0,15,26,8,0
2,34,30,92,83,20,80,48,82,88,0
33,95,3,56,35,75,14,87,11,10,0
64,14,3,83,86,92,32,84,37,20,0
38,84,52,40,9,46,10,65,59,25,0
68,93,69,41,3,35,2,65,37,93,0
28,57,67,27,26,85,40,47,82,54,0
36,36,5,28,85,76,50,68,45,34,1
63,85,49,11,88,76,28,76,10,87,1
62,1,61,95,31,47,27,43,98,34,0
91,77,39,94,83,96,47,11,73,71,0
79,55,94,41,58,57,21,72,6,63,0
96,9,33,42,86,56,86,83,56,67,1
78,99,5,61,29,22,60,86,82,94,0
78,64,88,44,0,33,3,26,7,66,0
18,62,96,35,47,89,95,63,11,32,0
82,9,30,9,98,67,10,78,69,82,1
81,67,2,16,92,93,32,92,4,66,0
47,73,27,3,1,30,23,97,27,18,0
63,25,38,41,47,68,3,30,41,80,0
71,98,25,58,10,34,50,93,67,43,1
56,51,97,85,16,52,63,71,11,8,0
19,57,99,26,60,88,19,20,68,94,1
87,33,14,65,73,74,46,34,50,61,1
45,95,83,34,72,36,34,70,29,99,0
46,91,24,22,55,86,84,50,56,46,0
81,68,2,80,89,31,82,90,82,92,0
30,58,20,90,24,48,3,60,90,95,0
40,48,51,58,67,48,76,81,42,97,1
92,15,97,5,78,22,37,54,50,40,1
87,98,12,73,82,60,20,26,42,61,0
75,97,87,17,97,44,13,78,72,98,0
60,1,5,20,24,65,33,11,66,67,0
93,14,40,6,14,44,42,14,63,32,1
3,64,57,76,3,61,83,90,17,81,1
84,4,8,83,67,14,40,89,39,60,1
33,74,41,63,43,73,98,68,72,80,0
43,70,36,63,40,28,88,23,55,77,1
2,96,87,3,27,13,37,71,89,25,0
6,48,25,8,46,52,2,79,50,43,1
74,96,17,24,30,9,49,87,19,24,0
75,25,36,26,43,76,9,63,80,55,1
50,16,0,72,52,81,95,55,25,43,1
21,18,10,5,2,71,78,5,69,50,0
75,14,41,10,69,97,96,83,36,93,1
52,37,34,12,33,89,19,16,97,45,0
21,98,34,75,99,1,2,67,21,72,0
85,41,4,26,89,9,35,43,61,41,0
91,67,74,65,56,88,40,29,71,59,0
92,79,76,99,11,41,62,85,66,80,1
25,38,89,81,97,8,16,27,86,90,0
28,44,47,64,40,36,38,79,32,74,0
23,34,36,92,42,81,36,29,38,55,1
27,0,14,20,21,81,64,28,7,35,1
29,17,13,65,53,56,44,58,73,69,0
89,4,58,44,62,3,83,75,15,81,1
64,80,49,71,99,77,35,44,46,90,1
67,17,11,5,42,45,8,84,19,96,0
17,43,81,25,65,49,36,3,80,78,0
2,61,55,0,19,36,58,15,44,66,0
75,76,70,49,41,9,32,2,13,87,1
74,45,89,72,7,21,35,52,8,80,0
38,1,25,49,68,0,49,43,6,6,1
28,39,4,86,5,78,27,44,44,35,0
72,90,14,45,48,93,41,29,52,11,1
8,34,49,93,26,53,10,13,58,22,1
37,53,99,77,10,59,19,39,18,86,1
58,66,72,88,52,58,11,61,58,23,1
69,22,54,5,72,75,48,91,84,73,1
79,9,84,9,9,75,63,15,28,75,1
96,56,63,86,94,4,98,19,19,53,1
77,34,17,70,68,57,56,20,82,15,0
86,97,96,3,65,17,19,87,30,61,0
58,19,90,48,0,20,69,43,4,80,1
16,90,58,1,63,89,14,71,29,30,0
65,21,34,3,54,38,81,96,45,36,0
5,93,74,31,79,19,52,76,47,35,0
12,43,86,76,63,31,61,33,63,71,0
96,66,93,78,0,67,79,55,61,74,1
33,70,4,98,66,36,34,3,1,61,1
50,53,84,14,9,21,80,49,68,71,1
57,31,40,75,63,92,51,75,67,54,0
59,44,49,24,27,98,90,78,51,38,1
37,90,44,64,58,76,77,89,74,55,0
80,51,50,38,58,73,35,90,69,60,1
65,91,70,99,68,73,24,84,62,95,1
29,81,4,38,3,20,52,87,40,34,1
71,40,47,69,72,58,81,43,76,7,1
60,72,60,60,70,89,88,68,69,55,0
78,74,99,14,38,30,48,94,75,56,1
93,37,25,31,43,16,77,69,12,59,0
40,95,52,85,64,52,90,2,60,79,0
21,63,76,26,14,32,42,16,3,50,0
34,34,29,69,7,90,51,76,81,48,1
53,92,53,57,56,86,37,69,18,15,0
22,48,73,86,42,97,12,33,61,23,0
21,91,40,44,49,94,36,91,15,40,0
35,57,92,53,71,23,37,56,8,25,1
66,23,54,21,93,66,23,93,37,87,0
40,23,90,50,90,30,60,87,29,67,0
99,44,68,47,87,92,28,27,16,52,0
32,57,82,30,30,34,4,20,2,77,0
28,53,99,17,77,70,72,26,64,94,1
43,26,89,54,31,99,80,51,21,94,0
72,28,55,80,23,78,89,84,64,94,1
26,86,73,24,80,17,33,21,77,48,0
36,52,95,1,12,58,47,50,63,93,0
65,61,28,29,33,19,44,24,69,60,1
72,78,97,24,23,93,64,72,32,7,0
42,24,16,81,77,13,26,20,99,7,0
89,95,87,16,65,1,14,71,6,43,0
61,46,3,57,60,44,74,81,59,23,0
52,48,4,22,86,64,37,31,32,90,0
75,5,31,47,41,33,40,46,53,77,1
83,69,16,83,22,19,6,96,44,33,0
4,35,13,86,58,11,0,5,57,22,0
84,10,56,67,66,19,22,11,56,27,1
16,10,49,15,80,53,11,42,85,58,1
22,0,37,72,78,55,54,12,11,57,0
93,64,44,36,49,23,32,76,65,43,0
25,50,15,33,2,84,26,41,48,79,1
81,91,88,19,41,49,4,39,84,3,1
35,20,45,86,36,97,1,0,87,29,0
73,68,38,85,0,83,36,16,29,67,0
2,38,22,38,62,55,72,38,30,4,1
67,85,47,17,16,84,18,78,22,65,0
83,45,1,51,38,70,97,58,18,97,1
69,3,13,87,7,51,35,82,49,88,1
67,47,97,94,63,82,49,17,69,25,0
1,86,46,73,98,51,26,44,4,0,0
81,83,73,13,94,36,45,48,75,68,0
63,97,30,34,33,67,76,63,59,91,0
87,17,20,52,50,72,45,45,87,76,1
11,25,27,16,17,18,46,79,92,88,0
46,92,98,44,38,32,61,71,75,31,1
53,17,77,79,99,72,78,80,22,45,1
13,81,54,35,75,52,22,90,85,92,0
48,11,88,40,19,37,15,25,2,13,0
43,73,86,16,34,44,93,35,74,81,0
91,78,73,37,20,88,94,16,0,81,0
74,73,31,6,57,45,38,5,72,13,0
47,68,35,85,10,88,13,66,47,78,1
23,95,81,83,75,38,44,61,72,74,0
65,96,11,25,50,2,71,96,61,41,0
29,62,42,94,81,94,75,15,76,20,1
25,13,77,31,41,8,18,54,71,80,1
78,47,5,31,49,84,24,23,52,61,0
18,17,46,91,83,55,43,71,73,16,0
57,49,34,31,24,6,99,99,77,91,0
99,60,92,9,65,79,99,58,97,49,1
83,41,90,75,69,11,44,33,12,81,0
64,69,48,72,75,91,27,17,95,33,0
53,74,91,23,86,53,10,17,29,15,1
30,69,63,60,34,50,12,82,21,56,1
98,30,6,59,10,11,61,39,7,88,1
57,52,75,87,29,54,34,60,26,47,0
63,76,95,91,4,85,46,32,89,74,0
94,57,87,53,6,25,83,98,77,57,0
34,37,31,15,18,83,30,58,43,35,0
95,51,12,94,21,7,8,44,55,13,0
55,57,6,90,62,76,39,73,94,8,0
96,72,20,47,22,27,6,6,76,1,0
49,23,27,27,41,70,25,82,88,98,0
34,64,77,27,93,70,53,26,70,64,1
61,98,4,88,11,13,23,58,26,1,1
3,63,90,99,3,53,92,70,84,90,1
58,33,0,28,63,40,96,44,35,35,1
48,93,22,8,97,85,82,89,73,50,1
40,81,64,75,59,47,57,94,52,22,1
81,29,62,89,12,18,93,18,26,37,1
17,27,78,7,3,32,67,21,46,16,1
72,28,6,36,1,58,20,92,2,46,1
1,67,51,62,57,59,21,75,19,23,0
32,97,51,80,58,26,99,20,99,70,0
42,21,47,16,12,65,28,32,58,81,0
59,37,49,60,3,31,14,5,79,45,1
53,25,55,62,59,20,76,41,88,39,0
92,99,87,68,67,8,40,57,52,94,1
72,24,88,28,86,86,96,38,47,3,1
48,76,8,87,55,15,63,29,6,88,1
59,48,19,58,30,97,88,68,40,93,1
33,72,29,62,30,98,58,56,58,64,1
74,53,56,19,85,42,60,22,6,20,1
52,10,27,73,20,16,14,87,96,75,0
10,61,60,78,74,97,70,19,9,83,1
98,52,10,29,52,74,52,28,10,16,1
69,72,99,23,47,37,47,94,85,42,1
44,1,99,2,29,84,92,43,53,30,1
39,4,35,91,85,94,99,86,85,70,1
15,94,53,90,56,79,19,67,99,11,0
20,34,70,59,97,13,24,78,13,71,1
45,64,68,56,87,64,4,88,64,69,0
53,1,73,79,11,87,66,67,99,93,1
86,87,10,92,48,89,76,10,43,19,0
69,69,34,16,26,1,43,85,2,79,0
71,47,39,15,49,79,53,13,82,30,0
71,72,27,37,38,51,94,57,49,86,0
98,5,46,17,87,20,37,45,93,42,1
22,46,21,89,56,74,84,32,63,59,1
18,81,49,23,35,29,70,65,44,73,1
45,41,1,46,58,82,67,12,94,26,1
58,64,4,51,89,71,36,2,37,68,0
4,57,49,81,15,59,28,39,52,52,1
32,22,38,86,4,87,66,25,4,7,0
2,54,13,79,44,52,15,94,71,48,1
99,84,14,19,34,83,49,26,65,34,1
3,19,57,54,91,9,18,1,49,61,1
37,94,50,70,92,74,68,47,99,56,1
6,73,33,27,0,52,71,46,24,56,0
53,1,74,48,66,46,98,79,9,56,1
44,46,30,52,71,52,93,75,22,86,0
67,83,77,82,47,89,66,1,73,74,1
94,27,49,99,73,83,78,79,68,33,1
0,4,52,71,41,8,83,16,52,17,0
84,42,58,97,53,91,57,98,7,79,0
18,15,37,21,78,73,12,91,72,8,0
23,95,28,17,8,97,44,30,71,24,1
54,4,72,18,21,74,46,10,27,41,1
25,95,45,27,3,76,26,63,46,2,0
20,64,63,40,44,26,77,72,16,68,1
20,49,4,68,35,67,4,89,54,81,1
18,93,34,48,52,34,79,46,85,99,1
50,71,31,80,63,63,86,64,90,51,0
61,13,95,30,66,38,50,19,91,97,0
29,11,8,60,60,28,33,73,3,16,1
21,49,26,45,69,45,39,8,87,67,0
72,77,96,23,87,2,39,61,85,24,0
70,34,73,65,68,6,21,40,95,11,0
33,19,5,86,21,25,98,77,45,4,0
62,18,69,19,46,38,64,82,26,65,1
10,95,84,59,58,14,79,23,13,36,1
2,36,72,49,57,92,90,53,81,51,1
28,48,62,51,32,46,63,29,61,73,0
40,26,33,86,16,88,96,6,0,11,0
70,27,98,62,84,77,1,97,31,98,1
82,75,18,71,76,10,27,73,90,30,0
75,60,8,30,79,90,77,46,34,38,1
93,95,43,22,36,36,35,42,90,24,1
24,6,9,33,90,64,45,45,41,37,0
15,8,50,70,5,13,54,4,56,26,1
11,86,73,30,33,17,39,37,21,11,0
74,26,39,14,68,41,10,68,48,87,1
91,24,55,47,18,35,77,62,19,5,1
59,31,2,34,78,7,43,21,35,84,0
20,29,0,82,29,90,95,2,39,24,1
74,66,62,83,61,95,72,48,68,94,0
45,59,11,42,36,30,54,9,66,75,0
75,80,25,54,77,70,52,9,0,45,0
91,20,67,33,40,30,33,34,17,59,1
10,84,75,84,15,53,73,26,87,13,0
52,99,61,76,84,11,38,57,27,32,0
87,92,71,83,41,81,41,90,9,32,1
96,71,53,7,81,66,23,16,64,12,0
46,33,37,12,76,67,89,2,87,18,0
43,32,7,40,42,28,50,59,97,9,1
36,10,87,46,60,8,0,69,41,74,0
75,25,16,70,84,6,8,54,92,31,1
53,18,11,19,45,7,5,51,26,30,1
60,42,99,47,48,36,38,60,80,45,1
52,62,33,67,33,72,73,28,56,80,0
71,25,8,59,16,87,77,29,40,18,1
5,3,47,10,47,46,34,5,27,12,0
58,90,98,1,10,77,38,66,45,85,1
37,6,62,76,23,19,98,27,39,47,0
8,33,34,33,86,72,51,67,39,65,0
32,52,59,15,33,4,84,63,20,70,0
60,44,19,50,73,1,72,35,80,21,0
81,19,30,96,68,55,69,96,43,1,1
99,56,5,40,42,7,35,46,3,50,0
64,56,46,89,5,32,83,94,65,61,1
78,96,47,75,3,49,14,46,81,36,0
65,47,2,28,19,30,70,5,81,39,1
67,47,25,12,80,95,86,54,43,73,0
91,59,50,9,0,86,86,64,21,82,1
31,46,4,50,88,40,86,40,38,58,0
77,18,4,39,83,5,22,5,24,43,1
83,20,11,91,45,69,70,16,43,72,1
4,88,56,41,94,64,27,97,65,54,1
90,48,83,9,54,52,39,92,29,42,1
10,83,56,56,46,56,97,90,52,34,1
81,46,3,88,91,18,35,57,95,38,1
31,71,0,52,44,42,48,57,2,60,1
7,85,91,52,75,32,79,22,25,33,1
93,58,62,94,17,37,13,12,92,4,0
27,90,23,69,17,19,95,43,57,57,1
7,74,37,6,96,7,92,65,65,85,0
61,69,3,3,95,88,92,19,78,28,0
17,9,81,69,35,16,4,74,84,41,1
58,89,92,33,68,86,1,21,37,44,1
35,5,89,94,41,37,40,39,28,12,0
68,48,94,46,20,26,73,2,96,77,0
19,14,36,32,97,25,8,25,82,4,1
65,45,34,97,60,5,67,34,5,76,0
14,78,96,21,75,5,1,21,49,31,0
96,69,55,37,37,19,2,20,63,87,0
53,81,72,44,86,49,79,76,33,19,0
80,6,59,36,58,43,63,35,97,73,1
44,18,36,62,3,27,46,61,58,83,1
53,79,5,96,65,83,16,97,86,16,0
78,45,50,80,1,38,39,14,89,24,1
33,44,5,43,50,22,42,42,45,53,0
72,21,20,63,35,65,5,20,3,3,1
7,17,3,5,62,34,13,14,65,90,0
55,97,2,44,81,10,83,93,5,90,0
65,1,91,54,67,24,43,22,90,39,1
33,47,52,82,14,27,25,32,31,23,0
71,5,50,58,90,94,59,79,37,50,1
92,65,17,40,56,74,8,8,59,37,0
62,43,81,3,71,68,26,97,64,67,0
91,70,74,65,36,33,92,51,0,42,0
17,34,49,7,72,43,35,89,36,70,1
88,3,8,26,81,38,9,95,8,8,1
28,97,49,3,62,91,80,84,47,68,1
88,51,90,20,14,61,54,0,59,86,0
29,59,53,95,84,56,53,59,38,76,0
25,10,78,50,68,73,75,8,10,19,1
1,95,51,90,61,25,54,22,75,22,0
8,65,94,11,36,89,72,95,36,88,0
0,79,24,55,14,22,94,33,50,64,0
22,67,85,23,93,77,97,24,70,55,1
42,19,57,79,2,60,20,90,40,20,1
96,42,3,38,93,9,80,29,43,43,1
7,16,2,75,82,73,36,83,97,65,0
72,4,74,19,25,37,68,53,13,87,1
32,28,30,68,37,66,77,99,38,26,1
53,43,57,48,78,44,25,18,63,30,1
0,61,12,21,69,41,35,86,33,61,0
93,74,73,2,0,35,92,3,41,71,0
81,49,35,76,62,24,89,81,83,86,1
55,44,2,90,35,40,7,80,84,15,0
28,19,36,54,70,36,68,77,8,16,1
62,39,41,6,1,1,16,45,72,25,0
5,97,25,33,97,13,18,14,87,94,0
99,11,45,54,57,68,79,44,17,37,1
97,28,65,44,14,48,77,98,24,74,1
71,28,4,47,4,90,88,94,48,47,1
14,12,26,45,33,98,35,26,75,66,0
32,58,1,9,30,95,76,93,8,30,1
84,17,48,30,45,47,66,79,80,20,1
30,24,9,96,29,97,44,59,59,31,0
23,63,97,51,43,63,12,21,88,21,0
7,70,19,38,18,18,62,48,40,99,1
18,43,0,72,8,10,7,76,25,21,1
29,17,19,93,50,48,29,68,69,24,0
69,28,1,19,6,64,61,52,12,33,1
18,96,52,84,79,29,98,11,19,31,0
89,86,78,55,58,99,63,89,83,64,1
29,81,5,29,27,23,5,75,87,87,1
68,37,62,3,73,16,29,56,56,48,0
96,86,14,76,47,0,29,3,86,21,1
86,77,43,41,62,58,18,6,28,12,1
60,32,82,21,60,30,45,93,84,18,0
15,18,27,75,46,56,4,85,80,77,0
1,42,81,44,77,78,93,32,12,40,0
87,52,8,30,5,44,48,77,5,76,1
22,75,17,28,8,62,28,60,8,85,1
24,96,60,74,17,98,38,37,77,51,0
32,55,44,59,62,40,44,29,93,53,1
95,29,1,25,68,75,34,97,47,71,1
71,58,15,70,69,1,43,78,44,22,1
64,40,89,60,31,45,35,80,28,18,0
57,7,4,61,89,43,58,79,91,18,0
35,38,4,87,36,58,34,92,99,91,0
82,43,95,77,39,30,50,68,94,81,0
3,27,10,71,58,43,78,87,54,6,0
66,93,53,78,13,39,35,53,14,65,1
47,99,33,67,53,85,69,79,79,73,0
27,89,88,58,59,67,57,17,17,70,1
49,7,64,9,54,0,62,61,22,24,1
17,40,70,20,31,29,71,66,91,11,1
91,42,31,36,78,15,41,35,47,53,0
73,34,43,10,27,74,18,91,54,62,1
99,30,56,15,30,64,97,41,98,48,1
36,25,39,4,47,12,46,2,46,47,0
32,56,6,62,73,24,50,68,11,37,0
67,81,23,42,37,31,0,43,98,37,0
30,7,7,66,32,21,38,32,27,75,1
46,9,23,45,49,23,55,45,10,28,0
21,43,98,12,77,25,79,76,41,44,1
77,26,73,8,52,52,30,54,5,32,1
13,79,68,62,17,48,40,38,99,95,0
44,8,93,70,21,38,31,13,62,81,0
48,90,53,48,57,46,69,29,35,71,1
37,26,21,64,43,48,44,76,30,77,1
49,5,58,95,85,70,46,10,91,94,0
69,19,7,90,69,42,28,26,3,6,1
71,23,64,49,44,40,60,8,52,83,1
55,95,36,70,16,45,35,16,86,40,1
4,79,7,70,9,17,49,55,73,60,1
88,41,88,74,58,42,53,95,80,76,0
22,98,69,53,76,98,81,13,65,7,0
32,69,16,81,16,60,11,66,84,83,0
9,56,59,81,52,40,6,61,79,97,0
34,21,77,52,75,11,16,52,7,72,1
33,85,54,34,78,5,77,37,0,29,0
98,79,32,36,6,23,34,20,59,39,0
86,75,90,2,83,42,88,25,52,73,0
88,59,47,5,5,51,74,8,7,29,0
76,82,74,35,95,34,62,4,6,71,0
72,19,36,13,74,46,98,24,4,68,1
97,88,80,79,79,85,33,90,49,87,1
78,62,45,88,25,44,16,89,50,17,1
85,85,69,23,91,55,94,72,68,32,0
98,30,38,78,9,25,11,0,63,42,1
43,15,89,19,57,11,30,79,26,79,1
29,42,59,80,95,11,51,40,50,24,0
83,80,66,25,35,99,67,81,72,8,0
93,0,51,36,91,10,8,21,60,85,1
5,87,32,7,50,80,48,5,88,81,0
87,48,42,33,68,68,9,0,20,80,1
94,80,66,16,58,8,36,60,29,76,0
6,81,62,95,50,72,50,20,73,60,0
43,21,20,72,91,26,15,28,20,98,0
21,58,64,36,91,71,58,60,48,90,1
91,24,10,87,11,38,71,20,56,54,1
19,47,39,21,26,53,76,19,26,16,0
72,73,2,63,74,0,67,45,98,69,0
40,21,70,43,32,10,66,73,53,31,1
28,11,56,26,92,57,21,19,90,33,1
