f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,label
24,82,69,24,77,42,36,3,54,39,0
21,96,30,85,3,41,98,90,51,27,0
51,39,85,3,7,54,84,0,66,7,1
86,63,6,22,76,57,79,74,60,98,0
21,75,11,97,35,97,59,54,4,3,0
42,67,44,69,61,48,88,87,50,43,1
38,51,97,21,45,69,14,0,7,61,0
40,2,23,37,20,68,43,36,42,28,0
84,30,31,66,66,65,84,77,40,25,1
64,69,4,97,0,7,18,73,31,4,0
56,11,89,63,76,81,97,40,61,9,0
89,38,3,65,49,6,83,78,29,68,0
83,71,67,84,97,16,79,28,56,23,0
64,51,49,32,31,31,69,20,58,99,1
80,26,74,14,17,43,11,84,50,35,1
57,78,91,45,43,87,66,6,69,61,1
86,79,12,32,83,82,6,1,11,88,0
21,22,77,86,30,86,80,17,94,73,1
94,9,87,92,53,96,75,10,13,47,1
37,9,47,12,3,19,91,30,46,83,0
42,26,96,55,82,78,30,5,60,93,0
31,85,95,14,53,99,89,94,0,63,0
43,65,88,28,77,33,84,6,34,0,1
56,61,30,40,93,52,26,85,0,35,0
83,55,45,94,32,48,25,9,90,56,0
3,74,72,81,32,4,97,97,4,44,0
0,9,99,30,24,17,89,13,61,40,1
6,11,60,54,49,65,58,4,96,56,0
20,74,54,19,54,53,84,85,4,32,1
82,41,58,5,0,67,66,22,17,36,0
23,86,96,21,56,82,66,51,15,82,0
73,87,27,41,63,89,31,46,70,64,0
16,92,64,89,45,21,58,78,86,8,1
69,5,14,52,9,30,63,67,43,54,1
69,92,58,64,7,58,85,82,93,69,0
70,0,53,66,99,46,15,15,73,54,1
29,18,43,27,57,3,29,60,31,12,1
28,36,21,78,80,89,90,35,24,49,1
17,96,49,26,32,48,19,82,1,32,1
23,90,71,26,94,84,69,60,81,96,1
0,25,80,4,76,3,32,16,45,60,0
16,58,99,43,29,31,7,50,98,36,1
35,68,70,15,56,68,51,67,82,29,1
83,16,25,3,42,37,82,86,86,6,1
88,85,91,39,36,81,77,19,94,70,1
57,57,38,10,12,26,34,42,1,86,0
87,66,83,67,36,71,26,25,31,83,0
61,94,14,96,63,72,81,98,22,1,1
29,90,14,77,6,21,45,37,26,11,1
80,29,52,28,42,5,66,67,35,81,1
16,51,14,83,82,6,19,16,69,21,1
53,12,58,27,26,22,78,77,20,87,0
18,57,47,81,32,11,25,32,87,78,0
77,47,25,6,28,88,4,53,51,70,0
63,24,11,51,76,5,58,41,97,26,0
5,88,41,99,75,12,81,51,59,15,1
71,5,41,83,25,18,19,40,11,43,1
49,33,75,61,30,36,49,40,72,81,0
51,89,90,40,83,10,41,32,30,81,0
66,54,62,36,54,0,14,33,87,29,0
95,87,16,46,18,31,65,95,13,15,0
25,58,64,9,52,10,95,62,93,36,1
46,93,63,95,96,13,41,86,47,35,1
87,27,28,42,23,32,53,27,13,93,1
52,63,81,12,92,18,57,40,47,16,0
77,49,94,28,68,65,69,90,76,71,1
37,82,81,55,27,94,20,56,92,17,0
18,30,39,41,61,59,60,89,20,65,0
48,63,17,80,94,76,6,20,73,88,0
56,2,57,27,76,82,91,90,95,24,1
13,51,13,61,30,38,60,97,98,16,0
92,61,40,94,59,79,72,46,41,54,0
6,32,52,75,74,29,51,76,40,48,0
75,18,8,66,52,60,47,72,75,99,1
95,82,56,9,6,13,11,28,44,22,1
43,76,91,97,10,31,57,72,15,63,1
49,75,47,11,82,52,39,79,68,66,0
87,74,26,20,98,38,59,78,47,97,0
96,47,94,2,52,74,43,68,93,78,0
78,21,44,34,88,57,57,2,28,24,1
69,82,44,20,80,12,21,41,29,42,0
74,45,79,45,33,28,53,42,27,61,0
61,15,27,18,91,29,74,87,20,24,1
46,82,35,49,0,54,3,90,31,64,1
28,85,73,48,61,84,79,10,23,62,1
60,72,12,46,36,90,67,30,88,11,0
96,95,31,56,9,45,2,46,16,94,0
68,56,62,43,96,89,40,15,48,55,0
11,16,99,5,4,65,10,21,76,64,1
21,41,66,4,75,13,46,72,92,76,0
66,72,4,16,87,70,4,75,42,95,0
6,10,76,64,7,72,97,28,98,35,0
38,2,85,80,12,53,61,57,86,67,1
63,5,71,51,14,75,25,47,35,51,1
62,71,15,50,5,77,93,25,46,93,1
12,98,42,51,49,55,90,81,97,60,1
61,93,82,3,32,60,91,8,81,67,0
49,85,46,51,94,61,73,76,9,45,0
41,84,19,24,12,45,82,68,45,53,0
35,6,49,39,64,32,81,25,24,41,1
69,59,16,28,12,64,92,27,67,12,1
80,5,55,95,39,44,26,69,9,9,1
74,79,74,47,1,79,49,64,34,53,0
43,34,93,40,84,92,60,34,21,65,0
66,52,23,86,99,85,89,56,80,88,0
75,7,25,86,48,19,45,79,26,98,1
40,76,82,74,11,34,69,44,2,87,0
35,35,83,34,13,29,30,80,91,98,0
17,46,76,58,57,96,32,75,36,19,1
91,56,84,84,13,94,4,89,75,72,1
39,24,46,4,92,40,39,9,70,81,0
52,68,41,87,70,36,15,65,76,23,0
44,62,56,87,50,1,11,65,48,20,1
13,49,39,91,70,52,30,48,90,6,0
48,14,3,77,55,6,79,53,9,55,0
13,62,55,5,58,42,50,79,35,4,0
14,45,54,49,49,33,49,5,60,36,1
72,35,82,10,27,66,51,10,77,66,0
63,19,5,74,53,90,34,48,20,51,0
13,6,84,34,28,1,85,40,81,95,1
10,9,89,77,79,21,60,7,93,83,0
29,11,71,66,75,8,65,51,65,47,1
33,31,87,8,80,14,34,37,71,17,1
5,65,25,7,45,64,71,72,66,28,0
27,49,29,10,4,83,57,31,56,49,1
18,52,18,77,22,11,22,23,31,84,0
57,62,66,90,5,68,25,49,41,47,0
31,25,62,74,16,12,24,46,20,15,0
7,74,48,86,94,23,44,89,68,93,0
43,22,96,37,76,78,62,76,74,88,0
90,97,44,87,66,19,29,93,18,12,0
86,45,78,38,82,80,60,4,90,1,1
87,3,72,18,41,49,63,65,41,91,1
88,81,72,92,88,99,3,37,49,24,0
47,56,43,70,79,55,1,90,1,44,1
40,44,92,30,75,56,42,59,95,83,1
85,86,97,79,83,37,67,21,70,17,1
56,20,54,59,10,75,47,18,86,26,1
40,99,88,68,14,2,92,50,44,96,1
54,65,22,74,43,92,10,93,78,84,1
19,19,66,79,4,27,11,95,23,59,1
98,39,24,83,74,78,97,20,78,57,0
40,76,77,66,51,47,79,81,54,22,1
76,67,77,19,54,44,2,30,56,18,1
91,38,39,65,76,0,27,28,40,30,0
88,28,37,32,85,27,72,83,57,55,1
83,29,56,79,63,75,62,20,77,97,1
31,24,64,86,33,97,36,48,8,30,1
39,34,8,4,73,53,13,98,59,5,1
49,60,77,93,57,79,44,36,52,83,1
25,88,33,70,59,16,23,79,99,16,0
69,41,0,9,60,91,13,68,42,84,1
63,67,1,89,32,21,47,76,68,31,1
88,8,1,98,22,15,22,21,88,66,1
36,80,30,81,88,31,76,46,13,54,0
5,95,47,66,91,10,25,43,27,65,0
56,47,56,28,92,76,41,28,84,8,1
21,96,85,76,80,77,67,47,79,11,1
95,95,60,40,64,46,30,92,34,10,0
95,75,8,97,54,0,83,86,6,46,1
22,75,24,9,87,86,35,53,8,13,1
43,84,53,61,89,76,18,21,66,53,0
28,39,72,67,86,24,46,84,76,99,0
53,63,27,76,10,16,9,55,55,65,0
53,60,46,56,96,71,27,41,95,53,0
83,16,80,13,25,61,31,8,47,23,1
77,67,67,62,26,41,68,38,37,75,0
14,35,72,34,6,3,6,30,9,50,0
98,18,3,24,44,84,23,17,11,25,1
71,62,48,62,80,71,20,45,37,51,0
11,99,83,10,20,30,68,2,22,0,0
67,29,19,13,36,83,24,4,7,2,0
25,73,69,82,19,91,89,7,66,89,0
73,79,75,11,4,46,86,99,23,50,0
66,68,12,74,44,40,46,12,92,53,0
7,28,62,92,30,53,28,45,47,60,0
91,33,83,23,27,25,7,27,65,26,0
37,86,61,89,75,29,19,17,69,16,1
87,15,68,82,73,96,5,37,25,79,1
66,83,71,66,64,63,87,0,11,76,1
50,83,75,39,16,60,76,11,58,50,1
50,40,74,71,7,89,58,0,81,59,0
33,14,1,15,52,77,26,22,29,62,1
54,91,55,38,55,82,74,17,66,59,1
53,83,85,84,77,87,13,22,42,96,1
62,24,68,48,0,19,64,60,74,74,1
93,8,94,26,9,72,64,34,2,10,1
68,30,28,84,28,30,63,71,70,17,1
81,2,50,33,82,65,23,76,9,68,1
39,77,89,71,33,85,87,84,34,69,0
39,29,37,88,13,12,68,27,53,85,1
40,18,0,47,93,28,42,53,89,78,1
25,1,62,67,72,81,86,81,40,96,0
37,69,59,99,9,68,0,42,67,59,1
19,38,21,62,45,61,76,44,82,66,1
0,8,44,9,52,77,98,88,85,57,1
0,62,45,37,64,21,37,24,64,3,0
7,37,20,63,54,51,80,16,20,53,0
67,83,65,78,36,49,45,39,55,14,1
56,62,72,78,19,20,21,53,93,77,1
15,13,51,28,29,55,84,90,72,7,1
26,57,2,15,35,24,61,38,19,3,0
61,22,6,37,67,67,57,58,31,79,0
47,29,88,68,26,71,10,20,94,13,1
96,23,28,50,57,10,20,2,33,65,1
39,12,26,62,88,37,15,59,9,47,0
13,20,80,88,62,4,97,6,30,52,1
10,12,18,35,66,19,63,18,45,57,0
39,1,3,52,22,84,61,11,60,61,0
78,33,3,12,95,25,30,91,8,84,0
8,70,18,76,51,36,70,46,35,91,0
93,55,90,55,19,85,14,43,96,22,0
46,95,21,21,12,75,65,37,97,66,1
96,21,33,47,73,29,89,44,29,85,1
16,11,20,19,25,66,34,23,84,60,1
50,61,94,16,37,72,97,31,69,10,0
86,14,23,51,65,5,21,59,0,70,1
75,3,23,5,86,43,78,15,10,76,1
20,7,27,18,61,54,57,64,77,74,1
51,52,22,80,67,57,22,34,90,27,1
96,75,12,11,3,53,43,82,74,76,0
52,54,32,66,50,38,13,61,68,25,0
47,4,22,25,47,14,16,25,85,0,1
75,22,89,10,97,3,13,62,92,40,1
90,29,0,16,84,15,31,32,49,36,1
1,84,79,92,72,40,35,9,71,11,0
18,98,66,19,45,11,25,73,5,37,1
14,71,57,97,71,25,39,48,97,24,1
57,10,50,38,78,22,56,82,36,94,1
3,18,7,66,15,31,72,94,57,73,1
53,66,18,77,50,82,53,16,56,35,0
3,24,9,13,32,81,46,29,42,27,0
12,97,9,96,91,96,5,77,22,92,0
10,61,42,87,78,53,67,73,28,24,1
66,22,42,65,52,70,66,28,55,50,1
97,22,75,89,67,54,59,5,89,49,1
56,78,74,60,11,22,89,20,89,56,0
69,82,63,29,42,63,69,80,8,94,1
41,12,68,6,45,31,30,58,19,39,0
27,21,91,36,22,93,93,96,34,39,1
84,28,32,68,99,86,31,34,42,89,1
48,92,74,50,52,40,65,98,18,83,0
25,48,65,22,58,84,86,83,13,81,0
44,78,7,13,67,72,50,77,82,79,1
45,19,81,41,53,45,42,53,73,7,0
77,10,36,34,57,60,14,70,21,50,1
61,29,87,29,88,35,0,23,31,79,1
49,25,36,33,42,99,84,84,38,22,1
60,54,34,43,61,63,3,3,34,82,0
58,8,9,59,64,93,61,38,88,5,1
99,63,34,77,83,75,29,43,28,91,0
1,35,86,21,93,3,88,11,25,98,0
7,75,18,91,74,5,38,0,43,86,0
14,77,75,60,8,89,44,38,67,95,0
55,19,31,90,48,44,52,30,58,55,0
39,65,14,47,76,5,67,18,75,0,1
63,50,90,89,57,70,57,90,43,67,1
89,72,6,29,36,15,41,39,20,88,1
81,71,19,82,81,20,67,96,8,76,0
63,41,77,94,35,62,22,84,64,58,1
78,67,59,20,34,7,48,56,43,34,0
65,31,4,65,55,41,59,82,71,59,0
68,49,28,98,80,81,98,99,4,92,1
90,80,43,20,7,72,58,67,25,13,1
83,8,62,58,18,55,98,32,72,17,1
57,45,67,45,42,55,45,91,5,37,0
8,12,54,27,46,18,82,76,39,35,0
17,84,37,56,28,64,88,41,18,56,0
47,40,21,7,11,82,76,49,41,9,1
85,60,10,38,86,5,57,5,42,50,1
61,93,28,26,96,38,35,84,0,65,1
55,7,60,15,30,81,45,81,18,49,0
51,93,79,90,69,61,54,77,54,81,0
86,24,61,34,6,51,32,31,17,40,1
39,86,52,51,24,8,58,43,96,0,0
52,59,80,97,38,82,68,60,84,66,0
36,70,73,11,19,91,93,17,56,76,0
1,96,21,63,61,82,63,98,82,21,1
39,18,28,22,16,78,28,67,67,96,1
16,92,74,71,62,58,66,83,90,45,0
58,16,89,98,99,90,47,79,41,4,1
13,99,88,94,23,16,30,26,46,1,0
72,88,28,72,73,50,59,44,95,83,1
25,18,75,79,82,75,52,65,19,61,1
70,52,46,19,26,86,91,89,96,68,1
6,46,48,38,61,55,8,12,80,60,1
53,48,84,42,99,54,6,35,48,62,1
53,72,86,38,25,11,22,82,70,80,1
87,46,74,84,65,43,33,74,66,39,0
4,92,94,90,47,67,69,74,52,49,0
82,85,62,15,84,64,95,49,87,46,0
30,70,12,14,85,55,66,40,66,43,0
2,10,30,83,29,23,11,8,40,36,0
78,84,83,70,45,99,93,95,87,35,0
3,80,77,81,57,85,38,99,28,13,1
1,27,72,49,49,11,31,78,72,94,1
87,75,7,51,60,31,69,19,12,55,1
94,63,83,56,25,31,88,41,66,81,0
94,80,32,79,39,49,40,80,21,67,1
73,30,50,44,72,76,37,97,15,32,1
12,93,79,54,99,21,24,92,14,16,0
4,64,34,79,39,40,50,40,82,27,1
25,48,30,86,56,38,22,18,28,48,0
22,65,13,43,29,32,96,1,22,61,0
87,15,35,83,58,33,69,79,19,54,1
23,71,85,58,90,21,25,13,57,3,1
50,63,41,87,49,87,99,97,83,55,0
39,90,67,18,85,29,80,9,14,63,1
78,41,51,93,61,62,17,13,64,50,0
34,57,58,13,47,64,53,56,30,15,0
47,56,17,11,83,90,14,90,0,50,0
23,66,67,73,71,16,84,64,9,92,0
44,40,49,91,72,54,99,3,11,71,1
81,34,33,35,93,8,67,43,34,95,0
67,45,17,95,46,48,1,23,2,55,0
61,49,3,69,23,87,10,54,7,12,1
38,93,49,29,91,12,23,4,68,27,1
74,74,84,68,7,20,50,10,88,88,1
7,15,63,5,9,13,92,19,82,52,1
17,24,31,0,25,49,75,84,37,51,0
54,6,43,53,79,87,4,57,1,35,1
41,5,29,23,30,16,25,39,10,92,1
24,42,78,16,56,43,66,36,49,7,1
45,51,14,55,90,84,88,1,54,38,1
29,73,62,96,93,33,33,63,30,42,0
77,98,66,24,65,72,59,42,66,76,0
63,23,88,86,27,47,59,33,35,37,0
98,46,42,10,47,26,26,89,64,92,1
15,45,85,72,1,42,64,73,3,12,1
30,57,23,72,0,33,51,29,85,96,0
58,94,17,45,84,96,73,43,8,5,0
30,26,97,11,37,58,75,77,77,50,0
25,31,73,86,26,50,90,14,98,7,0
17,38,57,4,6,21,46,99,72,68,1
28,82,22,16,53,3,83,71,57,62,1
98,15,83,2,3,10,33,72,18,35,1
33,90,38,36,16,94,11,37,17,20,0
22,38,63,87,30,38,2,44,75,45,1
52,49,2,38,72,97,8,87,79,26,1
8,22,83,39,91,64,50,42,84,59,1
56,2,36,84,13,18,89,99,28,7,1
1,49,84,72,41,4,21,70,76,52,1
84,42,60,13,77,24,60,81,19,8,0
71,76,29,25,72,93,52,6,66,72,1
8,65,87,97,25,50,34,37,77,42,0
37,68,52,70,24,31,93,3,74,14,0
96,60,21,37,81,28,24,46,5,73,1
49,37,67,9,75,21,77,70,45,74,1
25,60,77,61,88,48,73,60,24,14,1
15,94,99,46,69,71,7,73,89,92,1
81,20,76,62,51,32,67,63,95,95,1
13,2,22,32,99,16,77,76,66,79,1
98,26,63,13,59,46,23,46,85,50,1
57,12,19,54,6,55,99,49,88,17,0
25,25,37,29,72,58,87,38,53,38,1
29,15,54,39,67,57,38,37,22,5,1
2,61,30,78,16,20,24,20,40,89,1
55,47,3,73,1,67,59,74,72,37,0
7,77,0,34,69,72,56,16,48,21,1
77,3,46,43,91,42,75,15,26,69,1
12,26,55,62,84,49,64,26,9,17,0
50,19,73,46,3,29,3,10,0,63,0
16,96,22,24,47,4,99,14,55,73,1
43,4,61,92,36,38,4,67,12,4,0
73,89,15,65,11,20,7,89,50,86,1
69,80,99,39,24,28,21,54,59,50,1
55,43,65,97,32,34,33,14,48,21,0
34,24,91,85,68,43,13,92,35,7,1
22,78,76,85,79,9,67,17,25,89,0
81,35,74,56,19,79,35,69,89,92,0
57,69,37,15,59,75,48,11,37,33,0
68,92,26,63,99,50,55,44,41,53,0
17,26,67,95,41,29,59,32,50,53,0
20,13,2,28,19,31,60,79,5,31,1
48,67,2,74,53,98,7,13,12,51,0
44,85,52,79,46,24,83,60,52,71,1
20,72,21,10,96,60,77,79,91,72,1
81,73,82,60,67,43,88,25,91,51,0
17,94,52,36,99,7,57,87,44,51,0
7,88,46,82,4,78,25,94,60,95,0
60,2,51,45,60,89,10,64,91,68,0
90,47,82,70,86,97,15,64,53,18,0
52,91,25,20,72,90,15,18,17,48,0
62,83,66,39,85,25,7,84,6,13,1
63,16,47,31,69,66,92,77,57,69,0
10,34,16,82,6,13,84,86,50,44,0
81,68,36,77,51,47,44,6,34,68,1
34,96,47,37,39,43,41,74,87,35,0
6,9,16,5,95,54,55,43,98,43,0
32,21,96,75,68,81,75,91,57,11,0
89,99,21,14,44,19,52,40,96,45,1
83,46,19,68,85,6,32,51,43,87,1
2,84,96,95,31,89,4,83,69,92,0
85,46,6,19,44,44,20,90,40,2,1
29,89,88,29,56,80,59,76,51,35,1
93,96,30,44,29,71,16,9,2,1,0
47,98,26,45,54,3,65,54,93,13,0
69,89,59,2,50,98,94,84,62,45,0
97,61,43,58,86,20,13,99,38,32,1
76,3,18,64,75,76,72,11,83,37,1
5,20,16,68,78,93,87,25,54,53,1
34,40,1,9,65,56,30,66,48,25,1
64,23,81,88,92,74,65,31,65,1,1
27,54,92,90,61,64,96,85,92,17,1
64,41,46,64,2,28,10,85,93,85,0
0,9,23,71,48,66,63,58,56,48,0
99,68,3,20,3,89,91,60,83,48,0
34,5,21,20,50,20,42,57,21,19,1
44,72,31,6,86,33,80,67,62,11,0
2,48,54,93,24,56,51,62,43,83,0
81,87,13,99,75,43,35,50,88,24,1
84,65,6,0,0,10,63,71,95,19,0
19,57,17,45,23,66,54,41,1,96,0
43,86,54,12,27,17,35,96,19,57,0
87,66,79,82,48,26,96,59,98,33,0
95,18,69,88,63,55,80,49,16,87,1
85,76,41,97,60,77,52,77,15,97,0
98,98,33,36,92,71,74,68,51,42,0
97,83,89,22,14,56,18,26,0,62,0
70,36,95,14,69,69,32,93,24,80,0
72,78,22,59,75,54,26,19,44,82,1
20,58,42,49,88,75,60,49,70,24,1
69,15,55,93,64,24,0,0,83,32,1
23,87,90,56,13,44,38,56,86,61,0
79,31,24,51,85,58,14,0,75,3,1
39,86,85,43,86,15,38,60,60,14,1
41,98,90,58,75,34,36,51,0,89,1
91,34,33,4,41,43,56,16,33,86,0
47,58,21,3,19,57,71,60,32,90,1
26,78,47,19,84,6,69,20,11,91,1
19,63,11,65,3,92,0,80,46,98,0
23,73,18,86,90,50,2,67,20,50,0
70,52,85,32,98,90,99,18,99,62,1
8,37,96,50,76,14,52,89,43,94,0
74,95,63,78,24,52,86,10,1,55,1
62,5,87,37,15,27,69,80,9,22,0
15,59,7,97,29,81,16,87,77,66,1
10,96,19,52,19,27,79,16,32,49,0
61,41,96,81,8,6,5,48,71,61,0
1,74,22,77,80,96,50,39,28,67,1
49,21,20,81,37,82,11,32,90,38,0
91,66,80,50,1,66,26,1,24,8,0
76,42,89,16,35,40,8,3,43,16,0
3,21,17,90,77,37,87,95,12,1,0
14,30,41,72,77,87,9,40,69,87,0
0,81,12,95,1,86,59,24,18,48,0
39,78,41,43,18,89,64,25,23,66,0
68,19,77,58,89,39,71,91,69,13,1
73,24,83,90,29,23,26,12,19,39,1
9,16,31,88,29,78,49,33,69,25,1
22,82,49,55,7,25,62,24,26,12,1
3,87,28,74,59,27,97,73,23,69,1
47,49,38,65,54,58,98,20,6,47,0
90,28,48,70,86,2,38,24,77,60,1
31,24,11,83,33,28,94,81,88,32,0
83,78,68,81,60,18,6,40,77,5,0
25,30,39,86,94,29,39,96,53,68,0
22,11,97,9,16,78,43,79,45,24,1
79,59,74,77,85,37,81,70,79,99,0
3,87,90,63,46,76,19,68,20,66,0
32,64,34,38,66,91,22,58,87,37,1
42,46,73,32,5,99,33,44,41,58,0
79,18,13,9,4,47,83,51,38,61,1
61,60,67,3,63,87,67,42,89,28,0
46,37,95,85,57,14,98,49,51,77,0
71,68,64,95,2,2,86,27,45,70,1
85,4,97,10,80,34,48,48,8,66,1
6,51,29,14,8,68,24,37,64,66,1
30,28,68,33,2,37,69,79,44,58,0
62,95,62,28,50,54,87,35,37,75,1
6,68,27,42,35,96,13,69,34,52,0
15,40,44,55,75,72,28,81,22,45,0
62,95,94,65,3,85,51,20,13,60,0
22,96,66,23,36,30,80,43,0,60,0
68,35,51,23,60,6,67,24,3,99,0
79,79,35,64,29,48,42,46,6,15,1
76,61,52,39,94,10,31,23,79,21,1
16,23,46,34,37,7,96,54,0,39,0
20,99,78,85,4,7,72,30,68,81,1
42,54,48,47,70,60,89,93,73,35,0
32,6,68,98,21,2,85,65,93,19,1
43,46,81,63,79,44,94,23,83,73,0
7,24,67,60,36,20,16,95,45,50,0
32,85,90,64,54,76,50,97,18,71,0
14,99,16,71,77,43,72,43,3,79,0
72,63,1,17,95,41,2,22,77,36,1
42,29,33,80,72,66,42,92,86,42,0
67,8,19,33,99,86,2,85,17,23,0
69,69,72,24,78,10,45,75,79,96,0
69,73,35,16,79,46,24,22,61,26,1
48,55,16,95,68,13,41,63,38,93,0
30,73,65,86,48,38,92,61,94,69,0
54,24,4,56,29,15,77,52,49,74,0
91,53,92,97,76,55,11,81,78,43,1
99,48,62,32,98,64,49,79,24,39,0
32,46,69,84,8,93,83,53,64,99,0
38,45,86,21,72,35,2,56,19,66,0
46,41,97,21,76,59,91,90,26,60,0
9,10,88,3,0,4,70,39,76,40,0
54,25,86,51,65,75,45,60,54,75,0
83,43,13,90,90,17,58,29,82,48,0
92,47,79,95,62,49,71,81,69,13,0
56,26,69,58,4,94,40,0,76,14,1
4,25,56,7,18,12,40,25,10,4,1
99,25,60,44,75,58,69,37,33,2,1
48,44,70,39,3,98,26,70,55,92,1
85,56,6,92,30,44,78,90,81,97,0
96,49,69,2,29,1,41,14,92,76,0
70,22,11,65,13,77,16,74,61,37,1
11,50,75,78,7,82,63,93,58,28,1
64,37,23,32,70,0,19,83,36,73,0
20,75,9,50,48,63,24,6,60,24,0
13,41,29,91,57,12,53,27,16,16,1
99,99,14,23,47,3,52,89,30,18,1
10,50,79,94,7,85,54,45,71,0,0
92,88,38,44,14,89,7,65,36,44,0
83,50,64,83,2,95,61,75,27,52,1
30,34,46,38,8,90,20,82,26,34,1
51,64,14,79,28,91,73,92,91,64,1
10,92,73,31,70,61,63,54,37,51,0
44,70,26,38,95,21,6,30,87,96,1
87,90,86,29,80,96,44,67,15,86,1
3,37,87,15,27,81,9,77,13,18,0
6,28,0,13,95,54,57,51,52,31,1
9,16,21,12,20,71,40,86,17,20,1
13,70,49,69,62,53,31,84,32,66,1
43,20,41,84,22,4,8,75,77,4,0
44,35,62,83,11,8,27,35,33,53,0
66,68,15,53,42,76,62,87,56,47,1
68,96,63,88,46,27,96,42,24,81,1
31,31,60,68,15,62,74,13,77,64,1
23,16,54,8,77,20,42,2,21,62,1
13,39,60,35,24,85,85,84,36,9,0
9,11,85,61,60,43,64,62,78,37,1
72,26,30,54,15,75,82,28,76,29,1
43,12,50,10,0,36,33,44,77,36,1
2,56,64,31,0,6,96,91,7,15,1
44,59,72,95,13,64,52,56,26,16,0
13,13,95,94,82,6,63,69,15,5,0
15,6,80,40,66,38,53,44,57,54,0
35,18,93,7,75,7,43,38,63,71,0
81,13,97,70,23,41,40,73,71,42,1
33,18,69,0,40,53,64,67,4,4,0
54,29,20,95,57,61,30,55,28,57,0
68,61,91,50,55,41,93,38,94,98,1
79,56,41,8,23,28,70,56,89,3,1
23,87,28,43,20,96,64,48,30,44,1
51,14,94,93,65,11,82,58,56,82,0
23,90,11,99,33,43,2,51,69,8,1
36,51,28,87,39,70,86,22,42,47,1
55,75,57,93,0,21,87,13,35,1,1
